kulczynski,IR_score,lift_score,conviction_score,confidence_score,rule_supp_count,body_supp_count,head_supp_count,rule,head_rel
0.031926,0.958777,1.688778,1.02719,0.062267,1,16,737,"Make_an_appeal_or_request(X0,X2,T3)<-inv_Praise_or_endorse(X0,X1,T0)&inv_Make_statement(X1,X0,T1)&Make_statement(X0,X2,T2)",Make_an_appeal_or_request
0.032652,0.878672,1.6543,1.025794,0.061357,3,49,737,"Make_an_appeal_or_request(X0,X2,T2)<-Disapprove(X0,X1,T0)&inv_Consider_policy_option(X1,X2,T1)",Make_an_appeal_or_request
0.034417,0.729953,1.602907,1.02372,0.059409,7,118,737,"Make_an_appeal_or_request(X0,X1,T1)<-Demonstrate_or_rally(X0,X1,T0)",Make_an_appeal_or_request
0.032277,0.669704,1.450755,1.017628,0.053729,8,149,737,"Make_an_appeal_or_request(X0,X1,T1)<-Threaten(X0,X1,T0)",Make_an_appeal_or_request
0.02869,0.814815,1.403659,1.015758,0.051978,4,77,737,"Make_an_appeal_or_request(X0,X1,T1)<-Engage_in_diplomatic_cooperation(X0,X1,T0)",Make_an_appeal_or_request
0.030588,0.650901,1.359507,1.01401,0.050351,8,159,737,"Make_an_appeal_or_request(X0,X1,T1)<-Engage_in_material_cooperation(X0,X1,T0)",Make_an_appeal_or_request
0.030563,0.60636,1.321651,1.012516,0.048918,9,184,737,"Make_an_appeal_or_request(X0,X1,T1)<-Provide_economic_aid(X0,X1,T0)",Make_an_appeal_or_request
0.036939,0.307278,1.299711,1.011652,0.048097,19,395,737,"Make_an_appeal_or_request(X0,X1,T3)<-Make_an_appeal_or_request(X0,X1,T0)&Make_a_visit(X1,X2,T1)&Host_a_visit(X2,X1,T2)",Make_an_appeal_or_request
0.030043,0.599345,1.293523,1.011409,0.047876,9,188,737,"Make_an_appeal_or_request(X0,X1,T1)<-Reject(X0,X1,T0)",Make_an_appeal_or_request
0.025161,0.894466,1.286687,1.01114,0.047416,2,42,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Acknowledge_or_claim_responsibility(X0,X1,T0)",Make_an_appeal_or_request
0.025443,0.790499,1.228215,1.008848,0.045485,4,88,737,"Make_an_appeal_or_request(X0,X1,T3)<-inv_Engage_in_material_cooperation(X0,X1,T0)&Express_intent_to_meet_or_negotiate(X1,X2,T1)&Express_intent_to_meet_or_negotiate(X2,X1,T2)",Make_an_appeal_or_request
0.030091,0.509804,1.223135,1.00865,0.045238,11,243,737,"Make_an_appeal_or_request(X0,X1,T1)<-Make_optimistic_comment(X0,X1,T0)",Make_an_appeal_or_request
0.046759,0.045786,1.206869,1.008014,0.044671,36,806,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Make_statement(X0,X1,T0)",Make_an_appeal_or_request
0.029274,0.448959,1.141722,1.005476,0.042283,12,284,737,"Make_an_appeal_or_request(X0,X1,T1)<-Engage_in_negotiation(X0,X1,T0)",Make_an_appeal_or_request
0.021509,0.938158,1.125861,1.004861,0.041494,1,24,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Engage_in_symbolic_act(X0,X1,T0)",Make_an_appeal_or_request
0.021777,0.816049,1.066605,1.002566,0.039570,3,76,737,"Make_an_appeal_or_request(X0,X3,T3)<-Make_an_appeal_or_request(X0,X1,T0)&Make_an_appeal_or_request(X1,X2,T1)&inv_Sign_formal_agreement(X2,X3,T2)",Make_an_appeal_or_request
0.025844,0.532427,1.066605,1.002566,0.039479,9,228,737,"Make_an_appeal_or_request(X0,X1,T1)<-Criticize_or_denounce(X0,X1,T0)",Make_an_appeal_or_request
0.035888,0.09434,1.059634,1.002297,0.039210,24,612,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Consult(X0,X1,T0)",Make_an_appeal_or_request
0.021521,0.81381,1.052744,1.002031,0.039048,3,77,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Engage_in_diplomatic_cooperation(X0,X1,T0)",Make_an_appeal_or_request
0.026824,0.448515,1.046556,1.001792,0.038707,11,284,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Engage_in_negotiation(X0,X1,T0)",Make_an_appeal_or_request
0.025939,0.481781,1.035262,1.001357,0.038303,10,261,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Accuse(X0,X1,T0)",Make_an_appeal_or_request
0.023373,0.598039,1.00608,1.000234,0.037284,7,188,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Reject(X0,X1,T0)",Make_an_appeal_or_request
0.018533,0.92801,0.965009,0.998657,0.035562,1,28,737,"Make_an_appeal_or_request(X0,X3,T3)<-Use_conventional_military_force(X0,X1,T0)&inv_Reject(X1,X2,T1)&Occupy_territory(X2,X3,T2)",Make_an_appeal_or_request
0.030646,0.161213,0.959604,0.99845,0.035510,19,535,737,"Make_an_appeal_or_request(X0,X1,T1)<-Praise_or_endorse(X0,X1,T0)",Make_an_appeal_or_request
0.021188,0.555673,0.888,0.995714,0.032909,7,213,737,"Make_an_appeal_or_request(X0,X3,T3)<-inv_Make_statement(X0,X1,T0)&Make_an_appeal_or_request(X1,X2,T1)&inv_Make_pessimistic_comment(X2,X3,T2)",Make_an_appeal_or_request
0.018976,0.71729,0.878705,0.99536,0.032540,4,123,737,"Make_an_appeal_or_request(X0,X1,T1)<-Demand(X0,X1,T0)",Make_an_appeal_or_request
0.018976,0.71729,0.878705,0.99536,0.032540,4,123,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Demand(X0,X1,T0)",Make_an_appeal_or_request
0.02959,0.084265,0.866033,0.994878,0.032041,20,624,737,"Make_an_appeal_or_request(X0,X1,T1)<-Consult(X0,X1,T0)",Make_an_appeal_or_request
0.01783,0.774427,0.853279,0.994393,0.031650,3,95,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Impose_administrative_sanctions(X0,X1,T0)",Make_an_appeal_or_request
0.016301,0.917969,0.844389,0.994055,0.031114,1,32,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Threaten_with_military_force(X0,X1,T0)",Make_an_appeal_or_request
0.020757,0.480808,0.828204,0.993441,0.030673,8,261,737,"Make_an_appeal_or_request(X0,X1,T1)<-Accuse(X0,X1,T0)",Make_an_appeal_or_request
0.023299,0.245524,0.782323,0.991704,0.028962,13,449,737,"Make_an_appeal_or_request(X0,X1,T3)<-Consult(X0,X1,T0)&inv_Host_a_visit(X1,X2,T1)&inv_Make_a_visit(X2,X1,T2)",Make_an_appeal_or_request
0.024459,0.170008,0.772001,0.991314,0.028563,15,525,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Make_an_appeal_or_request(X0,X1,T0)",Make_an_appeal_or_request
0.026454,0.07772,0.76957,0.991222,0.028485,18,632,737,"Make_an_appeal_or_request(X0,X1,T1)<-Make_a_visit(X0,X1,T0)",Make_an_appeal_or_request
0.0169,0.681922,0.766543,0.991108,0.028390,4,141,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Fight_with_small_arms_and_light_weapons(X0,X1,T0)",Make_an_appeal_or_request
0.019566,0.448617,0.763841,0.991006,0.028288,8,283,737,"Make_an_appeal_or_request(X0,X1,T3)<-inv_Make_an_appeal_or_request(X0,X1,T0)&Use_conventional_military_force(X1,X2,T1)&inv_Use_conventional_military_force(X2,X1,T2)",Make_an_appeal_or_request
0.022437,0.155063,0.699235,0.988573,0.025877,14,541,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Praise_or_endorse(X0,X1,T0)",Make_an_appeal_or_request
0.014645,0.724502,0.681186,0.987896,0.025268,3,119,737,"Make_an_appeal_or_request(X0,X3,T3)<-Make_optimistic_comment(X0,X1,T0)&inv_Make_statement(X1,X2,T1)&Sign_formal_agreement(X2,X3,T2)",Make_an_appeal_or_request
0.017626,0.386944,0.659029,0.987066,0.024407,8,328,737,"Make_an_appeal_or_request(X0,X3,T3)<-Engage_in_negotiation(X0,X1,T0)&inv_Accuse(X1,X2,T1)&Accuse(X2,X3,T2)",Make_an_appeal_or_request
0.01455,0.629712,0.639547,0.986337,0.023686,4,169,737,"Make_an_appeal_or_request(X0,X3,T3)<-inv_Make_an_appeal_or_request(X0,X1,T0)&Accuse(X1,X2,T1)&inv_Praise_or_endorse(X2,X3,T2)",Make_an_appeal_or_request
0.016156,0.414658,0.616093,0.98546,0.022833,7,307,737,"Make_an_appeal_or_request(X0,X1,T3)<-Make_a_visit(X0,X1,T0)&inv_Make_a_visit(X1,X2,T1)&inv_Host_a_visit(X2,X1,T2)",Make_an_appeal_or_request
0.014356,0.530208,0.592559,0.984583,0.021923,5,228,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Criticize_or_denounce(X0,X1,T0)",Make_an_appeal_or_request
0.017581,0.230252,0.583588,0.984249,0.021591,10,463,737,"Make_an_appeal_or_request(X0,X2,T2)<-Make_statement(X0,X1,T0)&inv_Accuse(X1,X2,T1)",Make_an_appeal_or_request
0.019584,0.100151,0.581561,0.984173,0.021530,13,604,737,"Make_an_appeal_or_request(X0,X2,T2)<-Make_statement(X0,X1,T0)&Make_an_appeal_or_request(X1,X2,T1)",Make_an_appeal_or_request
0.022284,0.035738,0.580724,0.984142,0.021500,17,791,737,"Make_an_appeal_or_request(X0,X1,T1)<-Make_statement(X0,X1,T0)",Make_an_appeal_or_request
0.019461,0.094382,0.574914,0.983926,0.021283,13,611,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Host_a_visit(X0,X1,T0)",Make_an_appeal_or_request
0.013242,0.592633,0.568862,0.983701,0.021067,4,190,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Investigate(X0,X1,T0)",Make_an_appeal_or_request
0.019123,0.078229,0.556675,0.983248,0.020608,13,631,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Make_a_visit(X0,X1,T0)",Make_an_appeal_or_request
0.01493,0.365922,0.549839,0.982994,0.020377,7,344,737,"Make_an_appeal_or_request(X0,X1,T1)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)",Make_an_appeal_or_request
0.010676,0.874046,0.540409,0.982644,0.019912,1,50,737,"Make_an_appeal_or_request(X0,X2,T2)<-Host_a_visit(X0,X1,T0)&Ease_administrative_sanctions(X1,X2,T1)",Make_an_appeal_or_request
0.015308,0.292769,0.533735,0.982396,0.019767,8,405,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Use_conventional_military_force(X0,X1,T0)",Make_an_appeal_or_request
0.010697,0.748219,0.505066,0.981334,0.018612,2,107,737,"Make_an_appeal_or_request(X0,X1,T1)<-Provide_aid(X0,X1,T0)",Make_an_appeal_or_request
0.01404,0.325203,0.501716,0.98121,0.018594,7,377,737,"Make_an_appeal_or_request(X0,X2,T2)<-Accuse(X0,X1,T0)&Make_an_appeal_or_request(X1,X2,T1)",Make_an_appeal_or_request
0.01387,0.316876,0.492556,0.980871,0.018254,7,384,737,"Make_an_appeal_or_request(X0,X3,T3)<-inv_Demonstrate_or_rally(X0,X1,T0)&inv_Praise_or_endorse(X1,X2,T1)&Praise_or_endorse(X2,X3,T2)",Make_an_appeal_or_request
0.01028,0.737898,0.482504,0.9805,0.017781,2,112,737,"Make_an_appeal_or_request(X0,X2,T2)<-Sign_formal_agreement(X0,X1,T0)&inv_Make_optimistic_comment(X1,X2,T1)",Make_an_appeal_or_request
0.011781,0.426214,0.453376,0.979425,0.016774,5,298,737,"Make_an_appeal_or_request(X0,X3,T3)<-Sign_formal_agreement(X0,X1,T0)&Make_statement(X1,X2,T1)&Make_statement(X2,X3,T2)",Make_an_appeal_or_request
0.013561,0.200655,0.439353,0.978908,0.016271,8,492,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Make_statement(X0,X1,T0)&inv_Accuse(X1,X2,T1)",Make_an_appeal_or_request
0.00874,0.845865,0.435813,0.978778,0.016062,1,62,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Investigate(X0,X1,T0)&inv_Reject(X1,X2,T1)",Make_an_appeal_or_request
0.012656,0.250639,0.42695,0.978452,0.015823,7,443,737,"Make_an_appeal_or_request(X0,X2,T2)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&Make_statement(X1,X2,T1)",Make_an_appeal_or_request
0.009772,0.585129,0.417844,0.978117,0.015500,3,194,737,"Make_an_appeal_or_request(X0,X3,T3)<-inv_Praise_or_endorse(X0,X1,T0)&Express_intent_to_meet_or_negotiate(X1,X2,T1)&Praise_or_endorse(X2,X3,T2)",Make_an_appeal_or_request
0.014135,0.040512,0.397363,0.977364,0.014701,10,680,737,"Make_an_appeal_or_request(X0,X2,T2)<-Praise_or_endorse(X0,X1,T0)&Make_statement(X1,X2,T1)",Make_an_appeal_or_request
0.008598,0.68614,0.391607,0.977153,0.014430,2,138,737,"Make_an_appeal_or_request(X0,X3,T3)<-Make_statement(X0,X1,T0)&Host_a_visit(X1,X2,T1)&Engage_in_material_cooperation(X2,X3,T2)",Make_an_appeal_or_request
0.01187,0.200491,0.384447,0.97689,0.014248,7,492,737,"Make_an_appeal_or_request(X0,X2,T2)<-Make_statement(X0,X1,T0)&inv_Express_intent_to_meet_or_negotiate(X1,X2,T1)",Make_an_appeal_or_request
0.007819,0.827543,0.386014,0.976948,0.014225,1,70,737,"Make_an_appeal_or_request(X0,X1,T1)<-Cooperate_economically(X0,X1,T0)",Make_an_appeal_or_request
0.008494,0.682286,0.386014,0.976948,0.014225,2,140,737,"Make_an_appeal_or_request(X0,X2,T2)<-Make_statement(X0,X1,T0)&Return_release(X1,X2,T1)",Make_an_appeal_or_request
0.011126,0.269896,0.381475,0.976781,0.014104,6,425,737,"Make_an_appeal_or_request(X0,X2,T2)<-Make_statement(X0,X1,T0)&Accuse(X1,X2,T1)",Make_an_appeal_or_request
0.007433,0.818519,0.365154,0.976183,0.013455,1,74,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Return_release(X0,X1,T0)",Make_an_appeal_or_request
0.00923,0.413462,0.35205,0.975703,0.013038,4,307,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Praise_or_endorse(X0,X1,T0)&inv_Criticize_or_denounce(X1,X2,T1)",Make_an_appeal_or_request
0.01095,0.132819,0.334756,0.975071,0.012407,7,565,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Praise_or_endorse(X0,X1,T0)&inv_Praise_or_endorse(X1,X2,T1)",Make_an_appeal_or_request
0.009579,0.293134,0.334405,0.975058,0.012372,5,404,737,"Make_an_appeal_or_request(X0,X1,T1)<-Use_conventional_military_force(X0,X1,T0)",Make_an_appeal_or_request
0.009519,0.288596,0.331136,0.974939,0.012251,5,408,737,"Make_an_appeal_or_request(X0,X1,T3)<-Make_statement(X0,X1,T0)&Host_a_visit(X1,X2,T1)&Make_a_visit(X2,X1,T2)",Make_an_appeal_or_request
0.00804,0.494919,0.324245,0.974687,0.012028,3,250,737,"Make_an_appeal_or_request(X0,X1,T3)<-inv_Use_conventional_military_force(X0,X1,T0)&Make_a_visit(X1,X2,T1)&Host_a_visit(X2,X1,T2)",Make_an_appeal_or_request
0.006628,0.796341,0.321679,0.974594,0.011854,1,84,737,"Make_an_appeal_or_request(X0,X3,T3)<-Cooperate_economically(X0,X1,T0)&inv_Consult(X1,X2,T1)&inv_Reject(X2,X3,T2)",Make_an_appeal_or_request
0.010522,0.097233,0.3116,0.974226,0.011548,7,607,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Consult(X0,X1,T0)&inv_Praise_or_endorse(X1,X2,T1)",Make_an_appeal_or_request
0.00818,0.33758,0.295307,0.973632,0.010936,4,366,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Reject(X0,X1,T0)&Make_an_appeal_or_request(X1,X2,T1)",Make_an_appeal_or_request
0.006728,0.598263,0.290551,0.973459,0.010707,2,186,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Make_pessimistic_comment(X0,X1,T0)",Make_an_appeal_or_request
0.006052,0.77684,0.290551,0.973459,0.010707,1,93,737,"Make_an_appeal_or_request(X0,X3,T3)<-Impose_administrative_sanctions(X0,X1,T0)&Use_conventional_military_force(X1,X2,T1)&Express_intent_to_meet_or_negotiate(X2,X3,T2)",Make_an_appeal_or_request
0.008699,0.221114,0.286849,0.973324,0.010612,5,471,737,"Make_an_appeal_or_request(X0,X2,T2)<-Make_a_visit(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X2,T1)",Make_an_appeal_or_request
0.005884,0.770433,0.281472,0.973128,0.010371,1,96,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Express_intent_to_cooperate(X0,X1,T0)&inv_Express_intent_to_cooperate(X1,X2,T1)",Make_an_appeal_or_request
0.007142,0.430934,0.275717,0.972919,0.010228,3,294,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Demonstrate_or_rally(X0,X1,T0)&inv_Make_statement(X1,X2,T1)",Make_an_appeal_or_request
0.008442,0.197229,0.272934,0.972817,0.010098,5,495,737,"Make_an_appeal_or_request(X0,X2,T2)<-Use_conventional_military_force(X0,X1,T0)&Use_conventional_military_force(X1,X2,T1)",Make_an_appeal_or_request
0.006159,0.560976,0.259802,0.97234,0.009574,2,208,737,"Make_an_appeal_or_request(X0,X2,T2)<-Arrest_detain_or_charge_with_legal_action(X0,X1,T0)&inv_Disapprove(X1,X2,T1)",Make_an_appeal_or_request
0.006802,0.402288,0.257343,0.972251,0.009546,3,315,737,"Make_an_appeal_or_request(X0,X3,T3)<-Arrest_detain_or_charge_with_legal_action(X0,X1,T0)&Accuse(X1,X2,T1)&inv_Accuse(X2,X3,T2)",Make_an_appeal_or_request
0.007303,0.257485,0.247886,0.971907,0.009181,4,436,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Make_an_appeal_or_request(X0,X1,T0)&Express_intent_to_meet_or_negotiate(X1,X2,T1)",Make_an_appeal_or_request
0.006478,0.372201,0.239834,0.971615,0.008896,3,338,737,"Make_an_appeal_or_request(X0,X1,T1)<-Arrest_detain_or_charge_with_legal_action(X0,X1,T0)",Make_an_appeal_or_request
0.006478,0.372201,0.239834,0.971615,0.008896,3,338,737,"Make_an_appeal_or_request(X0,X2,T2)<-Demonstrate_or_rally(X0,X1,T0)&Make_statement(X1,X2,T1)",Make_an_appeal_or_request
0.007832,0.134363,0.239969,0.97162,0.008878,5,563,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Accuse(X0,X1,T0)&inv_Make_statement(X1,X2,T1)",Make_an_appeal_or_request
0.007102,0.236333,0.237023,0.971513,0.008778,4,456,737,"Make_an_appeal_or_request(X0,X2,T2)<-Host_a_visit(X0,X1,T0)&Make_an_appeal_or_request(X1,X2,T1)",Make_an_appeal_or_request
0.006376,0.362037,0.234294,0.971414,0.008691,3,346,737,"Make_an_appeal_or_request(X0,X3,T3)<-Disapprove(X0,X1,T0)&Host_a_visit(X1,X2,T1)&inv_Make_statement(X2,X3,T2)",Make_an_appeal_or_request
0.006161,0.339709,0.222703,0.970994,0.008261,3,364,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Praise_or_endorse(X0,X1,T0)&Use_conventional_military_force(X1,X2,T1)",Make_an_appeal_or_request
0.005466,0.505112,0.222378,0.970982,0.008195,2,243,737,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Make_optimistic_comment(X0,X1,T0)",Make_an_appeal_or_request
0.005273,0.486869,0.211921,0.970603,0.007809,2,255,737,"Make_an_appeal_or_request(X0,X2,T2)<-Make_a_visit(X0,X1,T0)&Accuse(X1,X2,T1)",Make_an_appeal_or_request
0.005139,0.473473,0.204707,0.970342,0.007543,2,264,737,"Make_an_appeal_or_request(X0,X3,T3)<-Accuse(X0,X1,T0)&Make_a_visit(X1,X2,T1)&Make_a_visit(X2,X3,T2)",Make_an_appeal_or_request
0.00844,0.126786,0.199087,0.970139,0.007379,7,950,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Make_an_appeal_or_request(X0,X1,T0)&Make_an_appeal_or_request(X1,X2,T1)",Make_an_appeal_or_request
0.004222,0.67959,0.191629,0.969869,0.007062,1,141,737,"Make_an_appeal_or_request(X0,X3,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&Accuse(X1,X2,T1)&Make_an_appeal_or_request(X2,X3,T2)",Make_an_appeal_or_request
0.006664,0.018048,0.176849,0.969335,0.006542,5,764,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Use_conventional_military_force(X0,X1,T0)&Use_conventional_military_force(X1,X2,T1)",Make_an_appeal_or_request
0.003944,0.656918,0.176606,0.969327,0.006508,1,153,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Return_release(X0,X1,T0)&inv_Praise_or_endorse(X1,X2,T1)",Make_an_appeal_or_request
0.005273,0.22788,0.174714,0.969258,0.006481,3,464,737,"Make_an_appeal_or_request(X0,X2,T2)<-Host_a_visit(X0,X1,T0)&Praise_or_endorse(X1,X2,T1)",Make_an_appeal_or_request
0.003801,0.643973,0.168878,0.969048,0.006223,1,160,737,"Make_an_appeal_or_request(X0,X2,T2)<-Make_statement(X0,X1,T0)&Cooperate_economically(X1,X2,T1)",Make_an_appeal_or_request
0.00367,0.631229,0.161798,0.968792,0.005962,1,167,737,"Make_an_appeal_or_request(X0,X3,T3)<-Disapprove(X0,X1,T0)&Make_statement(X1,X2,T1)&Demand(X2,X3,T2)",Make_an_appeal_or_request
0.00367,0.631229,0.161798,0.968792,0.005962,1,167,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&Arrest_detain_or_charge_with_legal_action(X1,X2,T1)",Make_an_appeal_or_request
0.003634,0.627624,0.15988,0.968723,0.005892,1,169,737,"Make_an_appeal_or_request(X0,X3,T3)<-Threaten(X0,X1,T0)&inv_Make_pessimistic_comment(X1,X2,T1)&inv_Praise_or_endorse(X2,X3,T2)",Make_an_appeal_or_request
0.004267,0.365492,0.157556,0.968639,0.005806,2,343,737,"Make_an_appeal_or_request(X0,X3,T3)<-Make_a_visit(X0,X1,T0)&inv_Consult(X1,X2,T1)&inv_Make_statement(X2,X3,T2)",Make_an_appeal_or_request
0.004267,0.365492,0.157556,0.968639,0.005806,2,343,737,"Make_an_appeal_or_request(X0,X1,T3)<-Make_a_visit(X0,X1,T0)&Host_a_visit(X1,X0,T1)&Make_a_visit(X0,X1,T2)",Make_an_appeal_or_request
0.002991,0.547269,0.125105,0.96747,0.004610,1,216,737,"Make_an_appeal_or_request(X0,X3,T3)<-inv_Make_an_appeal_or_request(X0,X1,T0)&inv_Accuse(X1,X2,T1)&inv_Praise_or_endorse(X2,X3,T2)",Make_an_appeal_or_request
0.002959,0.542408,0.123375,0.967408,0.004547,1,219,737,"Make_an_appeal_or_request(X0,X2,T2)<-Praise_or_endorse(X0,X1,T0)&inv_Investigate(X1,X2,T1)",Make_an_appeal_or_request
0.002219,0.389623,0.083385,0.965972,0.003073,1,324,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Demonstrate_or_rally(X0,X1,T0)&Make_statement(X1,X2,T1)",Make_an_appeal_or_request
0.002049,0.339091,0.074225,0.965644,0.002735,1,364,737,"Make_an_appeal_or_request(X0,X3,T3)<-Praise_or_endorse(X0,X1,T0)&inv_Make_statement(X1,X2,T1)&inv_Express_intent_to_meet_or_negotiate(X2,X3,T2)",Make_an_appeal_or_request
0.002046,0.337875,0.074036,0.965637,0.002728,1,365,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Use_conventional_military_force(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X2,T1)",Make_an_appeal_or_request
0.001978,0.315179,0.070361,0.965505,0.002593,1,384,737,"Make_an_appeal_or_request(X0,X3,T3)<-inv_Consult(X0,X1,T0)&inv_Make_a_visit(X1,X2,T1)&Consult(X2,X3,T2)",Make_an_appeal_or_request
0.001892,0.28422,0.065741,0.96534,0.002423,1,411,737,"Make_an_appeal_or_request(X0,X2,T2)<-Disapprove(X0,X1,T0)&Make_a_visit(X1,X2,T1)",Make_an_appeal_or_request
0.001763,0.231605,0.058742,0.965089,0.002165,1,460,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Make_optimistic_comment(X0,X1,T0)&Host_a_visit(X1,X2,T1)",Make_an_appeal_or_request
0.002287,0.184035,0.050555,0.964796,0.001863,2,1069,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Make_a_visit(X0,X1,T0)&Make_a_visit(X1,X2,T1)",Make_an_appeal_or_request
0.001427,0.050642,0.040585,0.96444,0.001495,1,666,737,"Make_an_appeal_or_request(X0,X2,T2)<-inv_Make_statement(X0,X1,T0)&Host_a_visit(X1,X2,T1)",Make_an_appeal_or_request
0.251606,0.990354,32.119227,1.968866,0.500000,1,2,310,"Express_intent_to_cooperate(X0,X2,T3)<-Use_conventional_military_force(X0,X1,T0)&inv_Disapprove(X1,X0,T1)&Disapprove(X0,X2,T2)",Express_intent_to_cooperate
0.040067,0.92236,4.941415,1.066469,0.076570,1,13,310,"Express_intent_to_cooperate(X0,X1,T1)<-Defy_norms_law(X0,X1,T0)",Express_intent_to_cooperate
0.03732,0.916409,4.588488,1.060159,0.071124,1,14,310,"Express_intent_to_cooperate(X0,X1,T1)<-Coerce(X0,X1,T0)",Express_intent_to_cooperate
0.045194,0.292373,3.734824,1.045201,0.058122,10,172,310,"Express_intent_to_cooperate(X0,X1,T3)<-inv_Reject(X0,X1,T0)&Consult(X1,X2,T1)&Consult(X2,X1,T2)",Express_intent_to_cooperate
