lift_score,conviction_score,confidence_score,rule_support,body_support,rule,head_rel
3.743881,0.913289,0.324641, 249, 767,"Make_statement(X0,X1,T3)<-Make_statement(X0,X1,T0)&inv_Make_statement(X1,X2,T1)&Make_statement(X2,X1,T2)",Make_statement
3.680540,0.913289,0.319149,  15,  47,"Make_statement(X0,X2,T3)<-inv_Make_statement(X0,X1,T0)&inv_Make_statement(X1,X0,T1)&Make_statement(X0,X2,T2)",Make_statement
3.497966,0.913289,0.303318, 192, 633,"Make_statement(X0,X1,T3)<-Make_statement(X0,X1,T0)&Consult(X1,X2,T1)&Consult(X2,X1,T2)",Make_statement
3.472108,0.913289,0.301075,  28,  93,"Make_statement(X0,X1,T1)<-Reject_proposal_to_meet,_discuss,_or_negotiate(X0,X1,T0)",Make_statement
3.361975,0.913289,0.291525, 172, 590,"Make_statement(X0,X1,T3)<-Make_statement(X0,X1,T0)&inv_Consult(X1,X2,T1)&inv_Consult(X2,X1,T2)",Make_statement
3.319187,0.913289,0.287815, 137, 476,"Make_statement(X0,X1,T1)<-Make_pessimistic_comment(X0,X1,T0)",Make_statement
3.257398,0.913289,0.282457, 446,1579,"Make_statement(X0,X1,T1)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)",Make_statement
3.243476,0.913289,0.281250,   9,  32,"Make_statement(X0,X1,T1)<-Conduct_strike_or_boycott(X0,X1,T0)",Make_statement
3.135664,0.913289,0.271901, 419,1541,"Make_statement(X0,X1,T1)<-inv_Host_a_visit(X0,X1,T0)",Make_statement
3.016155,0.913289,0.261538,  17,  65,"Make_statement(X0,X1,T3)<-Use_conventional_military_force(X0,X1,T0)&Use_conventional_military_force(X1,X0,T1)&inv_Use_conventional_military_force(X0,X1,T2)",Make_statement
2.973095,0.913289,0.257805, 256, 993,"Make_statement(X0,X1,T1)<-Demand(X0,X1,T0)",Make_statement
2.955072,0.913289,0.256242, 390,1522,"Make_statement(X0,X1,T1)<-Make_a_visit(X0,X1,T0)",Make_statement
2.883089,0.913289,0.250000,  17,  68,"Make_statement(X0,X1,T1)<-Appeal_for_intelligence(X0,X1,T0)",Make_statement
2.883089,0.913289,0.250000,   1,   4,"Make_statement(X0,X2,T3)<-Impose_embargo,_boycott,_or_sanctions(X0,X1,T0)&inv_Conduct_strike_or_boycott(X1,X0,T1)&inv_Accuse_of_crime,_corruption(X0,X2,T2)",Make_statement
18.225983,0.000000,1.000000,   4,   4,"Consult(X0,X1,T3)<-Consult(X0,X1,T0)&inv_Make_a_visit(X1,X0,T1)&inv_Express_intent_to_cooperate(X0,X1,T2)",Consult
15.188319,0.945139,0.833333,   5,   6,"Consult(X0,X1,T3)<-Consult(X0,X1,T0)&Demand(X1,X0,T1)&inv_Consult(X0,X1,T2)",Consult
12.150655,0.945137,0.666667,  20,  30,"Consult(X0,X1,T3)<-inv_Consult(X0,X1,T0)&inv_Express_intent_to_cooperate(X1,X0,T1)&inv_Consult(X0,X1,T2)",Consult
11.391239,0.945137,0.625000,  20,  32,"Consult(X0,X1,T3)<-Consult(X0,X1,T0)&Express_intent_to_cooperate(X1,X0,T1)&inv_Consult(X0,X1,T2)",Consult
10.250619,0.945137,0.562418, 428, 761,"Consult(X0,X1,T1)<-Discuss_by_telephone(X0,X1,T0)",Consult
10.235519,0.945137,0.561589, 424, 755,"Consult(X0,X1,T1)<-inv_Discuss_by_telephone(X0,X1,T0)",Consult
9.851883,0.945137,0.540541,  20,  37,"Consult(X0,X2,T3)<-inv_Consult(X0,X1,T0)&Make_statement(X1,X0,T1)&Express_intent_to_meet_or_negotiate(X0,X2,T2)",Consult
9.823934,0.945137,0.539007, 152, 282,"Consult(X0,X2,T3)<-Discuss_by_telephone(X0,X1,T0)&inv_Make_pessimistic_comment(X1,X0,T1)&Express_intent_to_meet_or_negotiate(X0,X2,T2)",Consult
9.592623,0.945137,0.526316,  10,  19,"Consult(X0,X1,T3)<-inv_Consult(X0,X1,T0)&inv_Consult(X1,X0,T1)&Express_intent_to_meet_or_negotiate(X0,X1,T2)",Consult
9.112992,0.945136,0.500000,  11,  22,"Consult(X0,X1,T3)<-inv_Make_a_visit(X0,X1,T0)&inv_Criticize_or_denounce(X1,X2,T1)&inv_Reject(X2,X1,T2)",Consult
9.112992,0.945136,0.500000,  23,  46,"Consult(X0,X1,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&Express_intent_to_meet_or_negotiate(X1,X0,T1)&Consult(X0,X1,T2)",Consult
9.112992,0.945136,0.500000,   2,   4,"Consult(X0,X2,T3)<-Demonstrate_or_rally(X0,X1,T0)&inv_Demonstrate_for_leadership_change(X1,X0,T1)&inv_Accuse(X0,X2,T2)",Consult
8.963598,0.945136,0.491803,  30,  61,"Consult(X0,X1,T1)<-inv_Reject_plan,_agreement_to_settle_dispute(X0,X1,T0)",Consult
8.956680,0.945136,0.491424, 573,1166,"Consult(X0,X1,T1)<-Engage_in_negotiation(X0,X1,T0)",Consult
8.836840,0.945136,0.484848,  16,  33,"Consult(X0,X1,T1)<-inv_Halt_negotiations(X0,X1,T0)",Consult
8.662007,0.945136,0.475256, 557,1172,"Consult(X0,X1,T1)<-inv_Engage_in_negotiation(X0,X1,T0)",Consult
8.427305,0.945136,0.462379, 381, 824,"Consult(X0,X3,T3)<-inv_Engage_in_negotiation(X0,X1,T0)&Meet_at_a_'third'_location(X1,X2,T1)&inv_Meet_at_a_'third'_location(X2,X3,T2)",Consult
8.411992,0.945136,0.461538,  24,  52,"Consult(X0,X2,T3)<-Discuss_by_telephone(X0,X1,T0)&Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X1,X0,T1)&Express_intent_to_meet_or_negotiate(X0,X2,T2)",Consult
8.100437,0.945136,0.444444,   4,   9,"Consult(X0,X1,T3)<-Sign_formal_agreement(X0,X1,T0)&inv_Make_statement(X1,X0,T1)&inv_Make_statement(X0,X1,T2)",Consult
8.052927,0.945136,0.441838, 452,1023,"Consult(X0,X1,T1)<-Express_intent_to_cooperate(X0,X1,T0)",Consult
7.971638,0.945136,0.437378, 447,1022,"Consult(X0,X1,T1)<-inv_Express_intent_to_cooperate(X0,X1,T0)",Consult
7.594160,0.945136,0.416667,   5,  12,"Consult(X0,X2,T3)<-Make_statement(X0,X1,T0)&Praise_or_endorse(X1,X0,T1)&inv_Express_intent_to_meet_or_negotiate(X0,X2,T2)",Consult
7.388912,0.945136,0.405405,  15,  37,"Consult(X0,X2,T3)<-Make_an_appeal_or_request(X0,X1,T0)&Make_statement(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
6.867762,0.945136,0.376812,  52, 138,"Consult(X0,X2,T3)<-Consult(X0,X1,T0)&Consult(X1,X0,T1)&inv_Make_optimistic_comment(X0,X2,T2)",Consult
6.802656,0.945136,0.373239,  53, 142,"Consult(X0,X1,T3)<-Halt_negotiations(X0,X1,T0)&inv_Engage_in_negotiation(X1,X2,T1)&inv_Engage_in_negotiation(X2,X1,T2)",Consult
6.756800,0.945136,0.370723, 661,1783,"Consult(X0,X1,T1)<-Consult(X0,X1,T0)",Consult
6.739019,0.945136,0.369748, 220, 595,"Consult(X0,X1,T3)<-inv_Meet_at_a_'third'_location(X0,X1,T0)&inv_Consult(X1,X2,T1)&inv_Consult(X2,X1,T2)",Consult
6.699894,0.945136,0.367601, 590,1605,"Consult(X0,X1,T1)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)",Consult
6.644066,0.945136,0.364538, 588,1613,"Consult(X0,X1,T1)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)",Consult
6.455036,0.945136,0.354167, 629,1776,"Consult(X0,X1,T1)<-inv_Consult(X0,X1,T0)",Consult
6.206351,0.945135,0.340522, 300, 881,"Consult(X0,X1,T1)<-inv_Sign_formal_agreement(X0,X1,T0)",Consult
5.923445,0.945135,0.325000, 104, 320,"Consult(X0,X2,T3)<-Make_a_visit(X0,X1,T0)&Host_a_visit(X1,X0,T1)&Consult(X0,X2,T2)",Consult
5.357494,0.945135,0.293948, 102, 347,"Consult(X0,X2,T3)<-inv_Host_a_visit(X0,X1,T0)&inv_Make_a_visit(X1,X0,T1)&Consult(X0,X2,T2)",Consult
5.086321,0.945135,0.279070, 120, 430,"Consult(X0,X2,T3)<-Consult(X0,X1,T0)&Consult(X1,X0,T1)&Consult(X0,X2,T2)",Consult
5.062773,0.945135,0.277778,  50, 180,"Consult(X0,X2,T2)<-inv_Discuss_by_telephone(X0,X1,T0)&Express_intent_to_settle_dispute(X1,X2,T1)",Consult
4.914173,0.945135,0.269625, 158, 586,"Consult(X0,X2,T3)<-inv_Make_statement(X0,X1,T0)&Make_statement(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
4.896533,0.945135,0.268657,  18,  67,"Consult(X0,X1,T3)<-inv_Consult(X0,X1,T0)&inv_Express_intent_to_cooperate(X1,X2,T1)&inv_Make_an_appeal_or_request(X2,X1,T2)",Consult
4.814411,0.945135,0.264151,  14,  53,"Consult(X0,X3,T3)<-inv_Assassinate(X0,X1,T0)&Criticize_or_denounce(X1,X2,T1)&Make_statement(X2,X3,T2)",Consult
4.766796,0.945135,0.261538, 102, 390,"Consult(X0,X2,T3)<-inv_Consult(X0,X1,T0)&inv_Consult(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
4.664749,0.945135,0.255940, 237, 926,"Consult(X0,X1,T1)<-Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)",Consult
4.556496,0.945135,0.250000,   4,  16,"Consult(X0,X1,T3)<-Discuss_by_telephone(X0,X1,T0)&Engage_in_negotiation(X1,X2,T1)&inv_Host_a_visit(X2,X1,T2)",Consult
4.556496,0.945135,0.250000,   6,  24,"Consult(X0,X1,T3)<-inv_Consult(X0,X1,T0)&Threaten(X1,X2,T1)&inv_Make_statement(X2,X1,T2)",Consult
21.056891,0.965273,0.731343,  49,  67,"Make_an_appeal_or_request(X0,X1,T3)<-Demand(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X0,T1)&Demand(X0,X1,T2)",Make_an_appeal_or_request
20.323818,0.965273,0.705882,  36,  51,"Make_an_appeal_or_request(X0,X1,T3)<-Make_an_appeal_or_request(X0,X1,T0)&inv_Express_intent_to_meet_or_negotiate(X1,X0,T1)&Make_an_appeal_or_request(X0,X1,T2)",Make_an_appeal_or_request
18.554893,0.965272,0.644444,  29,  45,"Make_an_appeal_or_request(X0,X1,T3)<-Make_an_appeal_or_request(X0,X1,T0)&Praise_or_endorse(X1,X2,T1)&Threaten(X2,X1,T2)",Make_an_appeal_or_request
15.032007,0.965272,0.522088, 130, 249,"Make_an_appeal_or_request(X0,X1,T3)<-Make_an_appeal_or_request(X0,X1,T0)&inv_Threaten(X1,X2,T1)&Make_an_appeal_or_request(X2,X1,T2)",Make_an_appeal_or_request
14.006956,0.965271,0.486486,  90, 185,"Make_an_appeal_or_request(X0,X1,T3)<-Make_an_appeal_or_request(X0,X1,T0)&Reject(X1,X2,T1)&Make_an_appeal_or_request(X2,X1,T2)",Make_an_appeal_or_request
13.227842,0.965271,0.459426, 753,1639,"Make_an_appeal_or_request(X0,X1,T1)<-Make_an_appeal_or_request(X0,X1,T0)",Make_an_appeal_or_request
13.196368,0.965271,0.458333,  11,  24,"Make_an_appeal_or_request(X0,X1,T3)<-Praise_or_endorse(X0,X1,T0)&inv_Use_unconventional_violence(X1,X2,T1)&Abduct,_hijack,_or_take_hostage(X2,X1,T2)",Make_an_appeal_or_request
13.155000,0.965271,0.456897,  53, 116,"Make_an_appeal_or_request(X0,X1,T3)<-Make_an_appeal_or_request(X0,X1,T0)&inv_Use_conventional_military_force(X1,X2,T1)&fight_with_small_arms_and_light_weapons(X2,X1,T2)",Make_an_appeal_or_request
12.141237,0.965271,0.421687,  35,  83,"Make_an_appeal_or_request(X0,X2,T3)<-inv_Criticize_or_denounce(X0,X1,T0)&Accuse(X1,X0,T1)&Make_a_visit(X0,X2,T2)",Make_an_appeal_or_request
12.068535,0.965271,0.419162,  70, 167,"Make_an_appeal_or_request(X0,X2,T3)<-inv_Criticize_or_denounce(X0,X1,T0)&Make_an_appeal_or_request(X1,X0,T1)&Make_an_appeal_or_request(X0,X2,T2)",Make_an_appeal_or_request
12.047748,0.965271,0.418440, 177, 423,"Make_an_appeal_or_request(X0,X1,T1)<-Appeal_for_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)",Make_an_appeal_or_request
11.756764,0.965271,0.408333,  49, 120,"Make_an_appeal_or_request(X0,X1,T1)<-Complain_officially(X0,X1,T0)",Make_an_appeal_or_request
11.516830,0.965271,0.400000, 222, 555,"Make_an_appeal_or_request(X0,X1,T1)<-Threaten(X0,X1,T0)",Make_an_appeal_or_request
11.516830,0.965271,0.400000,   4,  10,"Make_an_appeal_or_request(X0,X2,T3)<-Protest_violently,_riot(X0,X1,T0)&Demand(X1,X0,T1)&inv_Complain_officially(X0,X2,T2)",Make_an_appeal_or_request
11.516830,0.965271,0.400000,  28,  70,"Make_an_appeal_or_request(X0,X1,T3)<-inv_Make_an_appeal_or_request(X0,X1,T0)&inv_Accuse(X1,X2,T1)&inv_Make_an_appeal_or_request(X2,X1,T2)",Make_an_appeal_or_request
11.279370,0.965271,0.391753,  38,  97,"Make_an_appeal_or_request(X0,X2,T3)<-Make_an_appeal_or_request(X0,X1,T0)&Threaten(X1,X0,T1)&inv_Use_conventional_military_force(X0,X2,T2)",Make_an_appeal_or_request
9.597358,0.965270,0.333333,   2,   6,"Make_an_appeal_or_request(X0,X1,T3)<-Make_statement(X0,X1,T0)&Yield(X1,X2,T1)&inv_Make_an_appeal_or_request(X2,X1,T2)",Make_an_appeal_or_request
9.597358,0.965270,0.333333,  33,  99,"Make_an_appeal_or_request(X0,X1,T3)<-inv_Make_an_appeal_or_request(X0,X1,T0)&inv_Reject(X1,X2,T1)&Arrest,_detain,_or_charge_with_legal_action(X2,X1,T2)",Make_an_appeal_or_request
9.287766,0.965270,0.322581,  20,  62,"Make_an_appeal_or_request(X0,X2,T3)<-inv_Make_an_appeal_or_request(X0,X1,T0)&Make_statement(X1,X0,T1)&Make_an_appeal_or_request(X0,X2,T2)",Make_an_appeal_or_request
9.256151,0.965270,0.321483, 425,1322,"Make_an_appeal_or_request(X0,X1,T1)<-Accuse(X0,X1,T0)",Make_an_appeal_or_request
9.200773,0.965270,0.319559, 116, 363,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Return,_release_person(s)(X0,X1,T0)",Make_an_appeal_or_request
8.938199,0.965270,0.310440, 113, 364,"Make_an_appeal_or_request(X0,X1,T1)<-Return,_release_person(s)(X0,X1,T0)",Make_an_appeal_or_request
8.927775,0.965270,0.310078,  80, 258,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Provide_humanitarian_aid(X0,X1,T0)",Make_an_appeal_or_request
8.903908,0.965270,0.309249, 214, 692,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Reject(X0,X1,T0)",Make_an_appeal_or_request
8.800740,0.965270,0.305665, 232, 759,"Make_an_appeal_or_request(X0,X1,T1)<-Discuss_by_telephone(X0,X1,T0)",Make_an_appeal_or_request
8.713391,0.965270,0.302632, 414,1368,"Make_an_appeal_or_request(X0,X1,T1)<-Criticize_or_denounce(X0,X1,T0)",Make_an_appeal_or_request
8.680413,0.965270,0.301486, 142, 471,"Make_an_appeal_or_request(X0,X1,T1)<-Make_pessimistic_comment(X0,X1,T0)",Make_an_appeal_or_request
8.653075,0.965270,0.300537, 168, 559,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Threaten(X0,X1,T0)",Make_an_appeal_or_request
8.637623,0.965270,0.300000,  12,  40,"Make_an_appeal_or_request(X0,X1,T3)<-Threaten(X0,X1,T0)&inv_Make_statement(X1,X2,T1)&Criticize_or_denounce(X2,X1,T2)",Make_an_appeal_or_request
8.625966,0.965270,0.299595, 148, 494,"Make_an_appeal_or_request(X0,X1,T3)<-Accuse(X0,X1,T0)&Consult(X1,X2,T1)&Consult(X2,X1,T2)",Make_an_appeal_or_request
8.566770,0.965270,0.297539, 399,1341,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Accuse(X0,X1,T0)",Make_an_appeal_or_request
8.391227,0.965270,0.291442, 487,1671,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Make_an_appeal_or_request(X0,X1,T0)",Make_an_appeal_or_request
8.361647,0.965270,0.290415, 203, 699,"Make_an_appeal_or_request(X0,X1,T1)<-Reject(X0,X1,T0)",Make_an_appeal_or_request
8.226307,0.965270,0.285714,   2,   7,"Make_an_appeal_or_request(X0,X1,T3)<-Engage_in_diplomatic_cooperation(X0,X1,T0)&Arrest,_detain,_or_charge_with_legal_action(X1,X2,T1)&Express_intent_to_provide_military_aid(X2,X1,T2)",Make_an_appeal_or_request
8.148701,0.965270,0.283019, 225, 795,"Make_an_appeal_or_request(X0,X1,T1)<-Investigate(X0,X1,T0)",Make_an_appeal_or_request
8.075826,0.965270,0.280488,  46, 164,"Make_an_appeal_or_request(X0,X3,T3)<-inv_Make_an_appeal_or_request(X0,X1,T0)&inv_Appeal_for_intelligence(X1,X2,T1)&Make_an_appeal_or_request(X2,X3,T2)",Make_an_appeal_or_request
8.024021,0.965270,0.278689,  17,  61,"Make_an_appeal_or_request(X0,X2,T3)<-inv_Express_intent_to_provide_economic_aid(X0,X1,T0)&Provide_aid(X1,X0,T1)&Make_an_appeal_or_request(X0,X2,T2)",Make_an_appeal_or_request
7.788901,0.965270,0.270522, 145, 536,"Make_an_appeal_or_request(X0,X2,T3)<-inv_Make_statement(X0,X1,T0)&Make_statement(X1,X0,T1)&Make_an_appeal_or_request(X0,X2,T2)",Make_an_appeal_or_request
7.755141,0.965270,0.269350, 174, 646,"Make_an_appeal_or_request(X0,X1,T3)<-inv_Accuse(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X2,T1)&Make_an_appeal_or_request(X2,X1,T2)",Make_an_appeal_or_request
7.703565,0.965270,0.267559,  80, 299,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Protest_violently,_riot(X0,X1,T0)",Make_an_appeal_or_request
7.547437,0.965270,0.262136,  27, 103,"Make_an_appeal_or_request(X0,X1,T3)<-inv_Make_an_appeal_or_request(X0,X1,T0)&Engage_in_diplomatic_cooperation(X1,X2,T1)&Engage_in_diplomatic_cooperation(X2,X1,T2)",Make_an_appeal_or_request
7.522870,0.965270,0.261283, 110, 421,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Appeal_for_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)",Make_an_appeal_or_request
7.430213,0.965270,0.258065,   8,  31,"Make_an_appeal_or_request(X0,X1,T3)<-inv_Reject(X0,X1,T0)&inv_Make_optimistic_comment(X1,X2,T1)&inv_Make_an_appeal_or_request(X2,X1,T2)",Make_an_appeal_or_request
7.389117,0.965270,0.256637, 348,1356,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Criticize_or_denounce(X0,X1,T0)",Make_an_appeal_or_request
7.365415,0.965270,0.255814, 121, 473,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Make_pessimistic_comment(X0,X1,T0)",Make_an_appeal_or_request
7.320019,0.965270,0.254237,  90, 354,"Make_an_appeal_or_request(X0,X2,T3)<-inv_Consult(X0,X1,T0)&inv_Consult(X1,X0,T1)&Make_an_appeal_or_request(X0,X2,T2)",Make_an_appeal_or_request
26.993869,0.972221,0.750000,   6,   8,"Express_intent_to_meet_or_negotiate(X0,X1,T3)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Use_conventional_military_force(X1,X2,T1)&Seize_or_damage_property(X2,X1,T2)",Express_intent_to_meet_or_negotiate
26.394005,0.972221,0.733333,  11,  15,"Express_intent_to_meet_or_negotiate(X0,X1,T3)<-Make_an_appeal_or_request(X0,X1,T0)&Sexually_assault(X1,X2,T1)&inv_Rally_opposition_against(X2,X1,T2)",Express_intent_to_meet_or_negotiate
20.343205,0.972220,0.565217,  13,  23,"Express_intent_to_meet_or_negotiate(X0,X1,T3)<-inv_Consult(X0,X1,T0)&inv_Express_intent_to_meet_or_negotiate(X1,X0,T1)&inv_Consult(X0,X1,T2)",Express_intent_to_meet_or_negotiate
18.995685,0.972219,0.527778,  38,  72,"Express_intent_to_meet_or_negotiate(X0,X3,T3)<-inv_Express_intent_to_ease_administrative_sanctions(X0,X1,T0)&Express_intent_to_ease_administrative_sanctions(X1,X2,T1)&Express_intent_to_meet_or_negotiate(X2,X3,T2)",Express_intent_to_meet_or_negotiate
16.660904,0.972219,0.462908, 156, 337,"Express_intent_to_meet_or_negotiate(X0,X2,T3)<-Meet_at_a_'third'_location(X0,X1,T0)&Meet_at_a_'third'_location(X1,X0,T1)&Discuss_by_telephone(X0,X2,T2)",Express_intent_to_meet_or_negotiate
16.485845,0.972219,0.458044, 726,1585,"Express_intent_to_meet_or_negotiate(X0,X1,T1)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)",Express_intent_to_meet_or_negotiate
15.996367,0.972219,0.444444,   4,   9,"Express_intent_to_meet_or_negotiate(X0,X1,T3)<-Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)&inv_Express_intent_to_meet_or_negotiate(X1,X0,T1)&Appeal_for_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T2)",Express_intent_to_meet_or_negotiate
15.648620,0.972219,0.434783,  10,  23,"Express_intent_to_meet_or_negotiate(X0,X1,T3)<-inv_Consult(X0,X1,T0)&Meet_at_a_'third'_location(X1,X0,T1)&inv_Consult(X0,X1,T2)",Express_intent_to_meet_or_negotiate
14.227688,0.972218,0.395303, 404,1022,"Express_intent_to_meet_or_negotiate(X0,X1,T1)<-Express_intent_to_cooperate(X0,X1,T0)",Express_intent_to_meet_or_negotiate
14.120967,0.972218,0.392338, 297, 757,"Express_intent_to_meet_or_negotiate(X0,X1,T1)<-Discuss_by_telephone(X0,X1,T0)",Express_intent_to_meet_or_negotiate
14.119133,0.972218,0.392287, 295, 752,"Express_intent_to_meet_or_negotiate(X0,X1,T1)<-inv_Discuss_by_telephone(X0,X1,T0)",Express_intent_to_meet_or_negotiate
13.938011,0.972218,0.387255,  79, 204,"Express_intent_to_meet_or_negotiate(X0,X1,T3)<-Make_an_appeal_or_request(X0,X1,T0)&Rally_opposition_against(X1,X2,T1)&inv_Rally_opposition_against(X2,X1,T2)",Express_intent_to_meet_or_negotiate
13.514172,0.972218,0.375479,  98, 261,"Express_intent_to_meet_or_negotiate(X0,X2,T3)<-Make_a_visit(X0,X1,T0)&Host_a_visit(X1,X0,T1)&Express_intent_to_meet_or_negotiate(X0,X2,T2)",Express_intent_to_meet_or_negotiate
12.518896,0.972218,0.347826,  16,  46,"Express_intent_to_meet_or_negotiate(X0,X2,T3)<-inv_Host_a_visit(X0,X1,T0)&inv_Express_intent_to_meet_or_negotiate(X1,X0,T1)&inv_Host_a_visit(X0,X2,T2)",Express_intent_to_meet_or_negotiate
11.997275,0.972218,0.333333,  31,  93,"Express_intent_to_meet_or_negotiate(X0,X1,T1)<-Reject_proposal_to_meet,_discuss,_or_negotiate(X0,X1,T0)",Express_intent_to_meet_or_negotiate
11.915382,0.972218,0.331058, 388,1172,"Express_intent_to_meet_or_negotiate(X0,X1,T1)<-inv_Engage_in_negotiation(X0,X1,T0)",Express_intent_to_meet_or_negotiate
11.736465,0.972218,0.326087,  30,  92,"Express_intent_to_meet_or_negotiate(X0,X2,T3)<-inv_Consult(X0,X1,T0)&inv_Engage_in_negotiation(X1,X0,T1)&inv_Express_intent_to_meet_or_negotiate(X0,X2,T2)",Express_intent_to_meet_or_negotiate
11.720110,0.972218,0.325633, 296, 909,"Express_intent_to_meet_or_negotiate(X0,X1,T1)<-Engage_in_diplomatic_cooperation(X0,X1,T0)",Express_intent_to_meet_or_negotiate
11.247445,0.972218,0.312500,  15,  48,"Express_intent_to_meet_or_negotiate(X0,X2,T2)<-Grant_asylum(X0,X1,T0)&inv_Arrest,_detain,_or_charge_with_legal_action(X1,X2,T1)",Express_intent_to_meet_or_negotiate
10.973117,0.972218,0.304878, 350,1148,"Express_intent_to_meet_or_negotiate(X0,X1,T1)<-Engage_in_negotiation(X0,X1,T0)",Express_intent_to_meet_or_negotiate
10.566407,0.972218,0.293578,  64, 218,"Express_intent_to_meet_or_negotiate(X0,X2,T3)<-Make_statement(X0,X1,T0)&inv_Make_statement(X1,X0,T1)&Express_intent_to_meet_or_negotiate(X0,X2,T2)",Express_intent_to_meet_or_negotiate
