confidence_score,rule_supp_count,body_supp_count,head_supp_count,rule,head_rel
0.230517,   6,  26,1330,"Make_statement(X0,X1,T3)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X2,T1)&Make_statement(X2,X1,T2)",Make_statement
0.229636,  17,  74,1330,"Make_statement(X0,X1,T1)<-Make_optimistic_comment(X0,X1,T0)",Make_statement
0.212762,  80, 376,1330,"Make_statement(X0,X1,T3)<-Make_statement(X0,X1,T0)&Consult(X1,X2,T1)&Consult(X2,X1,T2)",Make_statement
0.204989, 123, 600,1330,"Make_statement(X0,X3,T3)<-Make_statement(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X2,T1)&Make_an_appeal_or_request(X2,X3,T2)",Make_statement
0.200085,   8,  40,1330,"Make_statement(X0,X1,T3)<-Meet_at_a_'third'_location(X0,X1,T0)&inv_Consult(X1,X2,T1)&Discuss_by_telephone(X2,X1,T2)",Make_statement
0.199773,   6,  30,1330,"Make_statement(X0,X1,T3)<-Make_statement(X0,X1,T0)&Express_intent_to_meet_or_negotiate(X1,X2,T1)&Criticize_or_denounce(X2,X1,T2)",Make_statement
0.181115,   2,  11,1330,"Make_statement(X0,X3,T3)<-inv_Make_statement(X0,X1,T0)&Engage_in_symbolic_act(X1,X2,T1)&inv_fight_with_small_arms_and_light_weapons(X2,X3,T2)",Make_statement
0.179456,  28, 156,1330,"Make_statement(X0,X1,T1)<-inv_Sign_formal_agreement(X0,X1,T0)",Make_statement
0.167933,  67, 399,1330,"Make_statement(X0,X1,T3)<-Make_statement(X0,X1,T0)&inv_Consult(X1,X2,T1)&inv_Consult(X2,X1,T2)",Make_statement
0.159702,  19, 119,1330,"Make_statement(X0,X2,T3)<-Express_intent_to_cooperate(X0,X1,T0)&Consult(X1,X0,T1)&Make_statement(X0,X2,T2)",Make_statement
0.153342,   2,  13,1330,"Make_statement(X0,X1,T3)<-Consult(X0,X1,T0)&Express_intent_to_cooperate(X1,X0,T1)&inv_Sign_formal_agreement(X0,X1,T2)",Make_statement
0.150114,   9,  60,1330,"Make_statement(X0,X1,T3)<-inv_Host_a_visit(X0,X1,T0)&inv_Engage_in_diplomatic_cooperation(X1,X2,T1)&inv_Praise_or_endorse(X2,X1,T2)",Make_statement
0.139208,  27, 194,1330,"Make_statement(X0,X1,T1)<-inv_Engage_in_negotiation(X0,X1,T0)",Make_statement
0.130547,  56, 429,1330,"Make_statement(X0,X1,T1)<-inv_Host_a_visit(X0,X1,T0)",Make_statement
0.130242,  56, 430,1330,"Make_statement(X0,X1,T1)<-Make_a_visit(X0,X1,T0)",Make_statement
0.124653,  42, 337,1330,"Make_statement(X0,X3,T3)<-Consult(X0,X1,T0)&inv_Meet_at_a_'third'_location(X1,X2,T1)&Meet_at_a_'third'_location(X2,X3,T2)",Make_statement
0.102620,   4,  39,1330,"Make_statement(X0,X1,T1)<-Make_pessimistic_comment(X0,X1,T0)",Make_statement
1.000000,   3,   3,1330,"Make_statement(X0,X2,T2)<-Praise_or_endorse(X0,X1,T0)&Receive_deployment_of_peacekeepers(X1,X2,T1)",Make_statement
1.000000,   2,   2,1330,"Make_statement(X0,X1,T3)<-Make_statement(X0,X1,T0)&inv_Make_statement(X1,X2,T1)&Impose_administrative_sanctions(X2,X1,T2)",Make_statement
0.748936,   3,   4,1330,"Make_statement(X0,X1,T3)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Engage_in_negotiation(X1,X0,T1)&inv_Engage_in_diplomatic_cooperation(X0,X1,T2)",Make_statement
0.748936,   3,   4,1330,"Make_statement(X0,X3,T3)<-Praise_or_endorse(X0,X1,T0)&Use_unconventional_violence(X1,X2,T1)&inv_Make_optimistic_comment(X2,X3,T2)",Make_statement
0.715328,   5,   7,1330,"Make_statement(X0,X1,T3)<-Make_statement(X0,X1,T0)&Appeal_for_economic_aid(X1,X2,T1)&inv_Use_tactics_of_violent_repression(X2,X1,T2)",Make_statement
0.571776,   4,   7,1330,"Make_statement(X0,X3,T3)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&Host_a_visit(X1,X2,T1)&Mediate(X2,X3,T2)",Make_statement
0.504274,   1,   2,1330,"Make_statement(X0,X1,T3)<-Arrest,_detain,_or_charge_with_legal_action(X0,X1,T0)&Sexually_assault(X1,X2,T1)&Accuse(X2,X1,T2)",Make_statement
0.349886,  21,  60,1330,"Make_statement(X0,X2,T3)<-Meet_at_a_'third'_location(X0,X1,T0)&Meet_at_a_'third'_location(X1,X0,T1)&Make_optimistic_comment(X0,X2,T2)",Make_statement
0.333333,   4,  12,1330,"Make_statement(X0,X2,T2)<-Mobilize_or_increase_police_power(X0,X1,T0)&Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X1,X2,T1)",Make_statement
0.333018,   6,  18,1330,"Make_statement(X0,X1,T1)<-Confiscate_property(X0,X1,T0)",Make_statement
0.321776,   9,  28,1330,"Make_statement(X0,X1,T3)<-Make_statement(X0,X1,T0)&inv_Consult(X1,X2,T1)&inv_Host_a_visit(X2,X1,T2)",Make_statement
0.261857,  11,  42,1330,"Make_statement(X0,X1,T3)<-Make_statement(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X2,T1)&Accuse(X2,X1,T2)",Make_statement
0.251064,   1,   4,1330,"Make_statement(X0,X1,T1)<-Demonstrate_military_or_police_power(X0,X1,T0)",Make_statement
0.250000,  55, 220,1330,"Make_statement(X0,X1,T3)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&Sign_formal_agreement(X1,X2,T1)&Sign_formal_agreement(X2,X1,T2)",Make_statement
0.197266,  29, 147,1330,"Make_statement(X0,X1,T3)<-Make_statement(X0,X1,T0)&inv_Demonstrate_or_rally(X1,X2,T1)&Demonstrate_or_rally(X2,X1,T2)",Make_statement
0.193300,   6,  31,1330,"Make_statement(X0,X2,T3)<-inv_Consult(X0,X1,T0)&Sign_formal_agreement(X1,X0,T1)&Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X0,X2,T2)",Make_statement
0.190592,   4,  21,1330,"Make_statement(X0,X2,T3)<-Accuse(X0,X1,T0)&inv_Arrest,_detain,_or_charge_with_legal_action(X1,X0,T1)&Arrest,_detain,_or_charge_with_legal_action(X0,X2,T2)",Make_statement
0.181631,   6,  33,1330,"Make_statement(X0,X1,T1)<-Appeal_for_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)",Make_statement
0.167614,   1,   6,1330,"Make_statement(X0,X2,T2)<-inv_Bring_lawsuit_against(X0,X1,T0)&Physically_assault(X1,X2,T1)",Make_statement
0.165747,  89, 537,1330,"Make_statement(X0,X1,T1)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)",Make_statement
0.158131, 250,1581,1330,"Make_statement(X0,X3,T3)<-Make_statement(X0,X1,T0)&inv_Make_statement(X1,X2,T1)&Make_statement(X2,X3,T2)",Make_statement
0.149787,   3,  20,1330,"Make_statement(X0,X1,T1)<-Impose_administrative_sanctions(X0,X1,T0)",Make_statement
0.147221,   5,  34,1330,"Make_statement(X0,X2,T2)<-Praise_or_endorse(X0,X1,T0)&Use_conventional_military_force(X1,X2,T1)",Make_statement
0.145263,  26, 179,1330,"Make_statement(X0,X1,T1)<-Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)",Make_statement
0.139208,  27, 194,1330,"Make_statement(X0,X1,T1)<-Engage_in_negotiation(X0,X1,T0)",Make_statement
0.138836,  10,  72,1330,"Make_statement(X0,X2,T2)<-Make_statement(X0,X1,T0)&Mobilize_or_increase_armed_forces(X1,X2,T1)",Make_statement
0.138826,  49, 353,1330,"Make_statement(X0,X3,T3)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Praise_or_endorse(X1,X2,T1)&Make_statement(X2,X3,T2)",Make_statement
0.134145,  33, 246,1330,"Make_statement(X0,X2,T2)<-inv_Make_an_appeal_or_request(X0,X1,T0)&inv_Use_conventional_military_force(X1,X2,T1)",Make_statement
0.132482,   9,  68,1330,"Make_statement(X0,X2,T2)<-Criticize_or_denounce(X0,X1,T0)&Demand(X1,X2,T1)",Make_statement
0.128301,  24, 187,1330,"Make_statement(X0,X1,T1)<-inv_Express_intent_to_cooperate(X0,X1,T0)",Make_statement
0.128301,  24, 187,1330,"Make_statement(X0,X1,T1)<-Express_intent_to_cooperate(X0,X1,T0)",Make_statement
0.115405,  15, 130,1330,"Make_statement(X0,X1,T1)<-Demand(X0,X1,T0)",Make_statement
0.111531,   1,   9,1330,"Make_statement(X0,X1,T1)<-inv_Carry_out_suicide_bombing(X0,X1,T0)",Make_statement
0.110691,   2,  18,1330,"Make_statement(X0,X3,T3)<-Appeal_for_release_of_persons_or_property(X0,X1,T0)&inv_Make_a_visit(X1,X2,T1)&inv_Engage_in_diplomatic_cooperation(X2,X3,T2)",Make_statement
0.641310,  59,  92,1036,"Consult(X0,X1,T3)<-inv_Meet_at_a_'third'_location(X0,X1,T0)&inv_Meet_at_a_'third'_location(X1,X0,T1)&Consult(X0,X1,T2)",Consult
0.444234,   4,   9,1036,"Consult(X0,X1,T3)<-inv_Consult(X0,X1,T0)&inv_Consult(X1,X0,T1)&inv_Discuss_by_telephone(X0,X1,T2)",Consult
0.428398,  24,  56,1036,"Consult(X0,X1,T1)<-inv_Discuss_by_telephone(X0,X1,T0)",Consult
0.400000,   8,  20,1036,"Consult(X0,X2,T3)<-inv_Consult(X0,X1,T0)&Make_statement(X1,X0,T1)&inv_Express_intent_to_cooperate(X0,X2,T2)",Consult
0.381796, 105, 275,1036,"Consult(X0,X1,T3)<-inv_Meet_at_a_'third'_location(X0,X1,T0)&inv_Consult(X1,X2,T1)&inv_Consult(X2,X1,T2)",Consult
0.370149, 134, 362,1036,"Consult(X0,X2,T3)<-Discuss_by_telephone(X0,X1,T0)&Discuss_by_telephone(X1,X0,T1)&Consult(X0,X2,T2)",Consult
0.343481,  34,  99,1036,"Consult(X0,X2,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&Consult(X1,X0,T1)&Consult(X0,X2,T2)",Consult
0.296436,  16,  54,1036,"Consult(X0,X2,T3)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Make_statement(X1,X0,T1)&Consult(X0,X2,T2)",Consult
0.288686,  56, 194,1036,"Consult(X0,X1,T1)<-inv_Engage_in_negotiation(X0,X1,T0)",Consult
0.288686,  56, 194,1036,"Consult(X0,X1,T1)<-Engage_in_negotiation(X0,X1,T0)",Consult
0.269002, 145, 539,1036,"Consult(X0,X1,T1)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)",Consult
0.268447, 240, 894,1036,"Consult(X0,X1,T1)<-Consult(X0,X1,T0)",Consult
0.267347,  50, 187,1036,"Consult(X0,X1,T1)<-inv_Express_intent_to_cooperate(X0,X1,T0)",Consult
0.267347,  50, 187,1036,"Consult(X0,X1,T1)<-Express_intent_to_cooperate(X0,X1,T0)",Consult
0.267020, 145, 543,1036,"Consult(X0,X1,T1)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)",Consult
0.260548,   6,  23,1036,"Consult(X0,X3,T3)<-inv_Consult(X0,X1,T0)&Engage_in_symbolic_act(X1,X2,T1)&inv_Praise_or_endorse(X2,X3,T2)",Consult
0.256143, 229, 894,1036,"Consult(X0,X1,T1)<-inv_Consult(X0,X1,T0)",Consult
0.250213,   5,  20,1036,"Consult(X0,X1,T3)<-Make_statement(X0,X1,T0)&inv_Express_intent_to_meet_or_negotiate(X1,X2,T1)&Consult(X2,X1,T2)",Consult
0.219964,  75, 341,1036,"Consult(X0,X2,T3)<-inv_Consult(X0,X1,T0)&inv_Consult(X1,X0,T1)&Consult(X0,X2,T2)",Consult
0.217235,  68, 313,1036,"Consult(X0,X2,T3)<-inv_Host_a_visit(X0,X1,T0)&inv_Make_a_visit(X1,X0,T1)&Consult(X0,X2,T2)",Consult
0.173929,  56, 322,1036,"Consult(X0,X1,T3)<-inv_Engage_in_negotiation(X0,X1,T0)&inv_Make_a_visit(X1,X2,T1)&inv_Host_a_visit(X2,X1,T2)",Consult
0.172563,  49, 284,1036,"Consult(X0,X1,T3)<-inv_Express_intent_to_cooperate(X0,X1,T0)&inv_Express_intent_to_cooperate(X1,X0,T1)&inv_Express_intent_to_cooperate(X0,X1,T2)",Consult
0.170323,  62, 364,1036,"Consult(X0,X1,T3)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&Consult(X1,X2,T1)&Consult(X2,X1,T2)",Consult
0.169911,  70, 412,1036,"Consult(X0,X3,T3)<-Consult(X0,X1,T0)&Engage_in_negotiation(X1,X2,T1)&Consult(X2,X3,T2)",Consult
0.164565,  26, 158,1036,"Consult(X0,X1,T1)<-inv_Engage_in_diplomatic_cooperation(X0,X1,T0)",Consult
0.158210,  31, 196,1036,"Consult(X0,X3,T3)<-inv_Sign_formal_agreement(X0,X1,T0)&inv_Make_pessimistic_comment(X1,X2,T1)&inv_Consult(X2,X3,T2)",Consult
0.157569,  23, 146,1036,"Consult(X0,X1,T3)<-inv_Consult(X0,X1,T0)&inv_Sign_formal_agreement(X1,X2,T1)&inv_Sign_formal_agreement(X2,X1,T2)",Consult
0.145673,  37, 254,1036,"Consult(X0,X1,T3)<-Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)&Consult(X1,X2,T1)&Consult(X2,X1,T2)",Consult
0.144249,  60, 416,1036,"Consult(X0,X1,T3)<-Consult(X0,X1,T0)&Consult(X1,X2,T1)&Consult(X2,X1,T2)",Consult
0.144061, 154,1069,1036,"Consult(X0,X3,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&Consult(X1,X2,T1)&inv_Consult(X2,X3,T2)",Consult
0.142741,   3,  21,1036,"Consult(X0,X1,T3)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X2,T1)&Demand(X2,X1,T2)",Consult
0.140533,  60, 427,1036,"Consult(X0,X1,T3)<-Consult(X0,X1,T0)&inv_Consult(X1,X2,T1)&inv_Consult(X2,X1,T2)",Consult
0.139650,  25, 179,1036,"Consult(X0,X1,T1)<-Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)",Consult
0.132804,   2,  15,1036,"Consult(X0,X2,T2)<-Consider_policy_option(X0,X1,T0)&inv_Make_statement(X1,X2,T1)",Consult
0.128880,  75, 582,1036,"Consult(X0,X2,T2)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Engage_in_negotiation(X1,X2,T1)",Consult
0.109669,  59, 538,1036,"Consult(X0,X2,T2)<-Consult(X0,X1,T0)&inv_Express_intent_to_meet_or_negotiate(X1,X2,T1)",Consult
0.107747,  50, 464,1036,"Consult(X0,X3,T3)<-Express_intent_to_cooperate(X0,X1,T0)&inv_Make_a_visit(X1,X2,T1)&inv_Host_a_visit(X2,X3,T2)",Consult
0.106744,  27, 253,1036,"Consult(X0,X1,T3)<-Consult(X0,X1,T0)&inv_Make_a_visit(X1,X2,T1)&inv_Host_a_visit(X2,X1,T2)",Consult
0.102620,   4,  39,1036,"Consult(X0,X1,T1)<-inv_Make_pessimistic_comment(X0,X1,T0)",Consult
0.615990,   8,  13,1036,"Consult(X0,X1,T3)<-inv_Consult(X0,X1,T0)&Make_statement(X1,X0,T1)&inv_Express_intent_to_cooperate(X0,X1,T2)",Consult
0.546688,  35,  64,1036,"Consult(X0,X2,T3)<-Make_a_visit(X0,X1,T0)&Host_a_visit(X1,X0,T1)&inv_Meet_at_a_'third'_location(X0,X2,T2)",Consult
0.504274,   1,   2,1036,"Consult(X0,X1,T3)<-inv_Engage_in_symbolic_act(X0,X1,T0)&Engage_in_diplomatic_cooperation(X1,X2,T1)&inv_Consult(X2,X1,T2)",Consult
0.500000,  18,  36,1036,"Consult(X0,X1,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&Consult(X1,X0,T1)&inv_Express_intent_to_meet_or_negotiate(X0,X1,T2)",Consult
0.472327,  34,  72,1036,"Consult(X0,X1,T1)<-Meet_at_a_'third'_location(X0,X1,T0)",Consult
0.428571,  33,  77,1036,"Consult(X0,X1,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Express_intent_to_meet_or_negotiate(X1,X0,T1)&inv_Express_intent_to_meet_or_negotiate(X0,X1,T2)",Consult
0.335227,   1,   3,1036,"Consult(X0,X2,T3)<-Reduce_or_break_diplomatic_relations(X0,X1,T0)&Host_a_visit(X1,X0,T1)&inv_Discuss_by_telephone(X0,X2,T2)",Consult
0.320489,  50, 156,1036,"Consult(X0,X1,T1)<-inv_Sign_formal_agreement(X0,X1,T0)",Consult
0.265942,  25,  94,1036,"Consult(X0,X3,T3)<-Engage_in_diplomatic_cooperation(X0,X1,T0)&Sign_formal_agreement(X1,X2,T1)&Make_optimistic_comment(X2,X3,T2)",Consult
0.263356,  69, 262,1036,"Consult(X0,X2,T3)<-inv_Consult(X0,X1,T0)&inv_Consult(X1,X0,T1)&Express_intent_to_meet_or_negotiate(X0,X2,T2)",Consult
0.237953,  84, 353,1036,"Consult(X0,X2,T3)<-Consult(X0,X1,T0)&Consult(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
0.221942,   6,  27,1036,"Consult(X0,X2,T3)<-Make_statement(X0,X1,T0)&Make_statement(X1,X0,T1)&Consult(X0,X2,T2)",Consult
0.191124,  99, 518,1036,"Consult(X0,X2,T2)<-inv_Meet_at_a_'third'_location(X0,X1,T0)&inv_Consult(X1,X2,T1)",Consult
0.188037,  88, 468,1036,"Consult(X0,X1,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&Consult(X1,X2,T1)&inv_Consult(X2,X1,T2)",Consult
0.174545,  85, 487,1036,"Consult(X0,X1,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Consult(X1,X2,T1)&inv_Consult(X2,X1,T2)",Consult
0.166509,   3,  18,1036,"Consult(X0,X2,T3)<-Make_statement(X0,X1,T0)&Make_statement(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
0.163308,   8,  49,1036,"Consult(X0,X2,T3)<-Host_a_visit(X0,X1,T0)&Express_intent_to_meet_or_negotiate(X1,X0,T1)&inv_Express_intent_to_meet_or_negotiate(X0,X2,T2)",Consult
0.162218,  12,  74,1036,"Consult(X0,X1,T1)<-Make_optimistic_comment(X0,X1,T0)",Consult
0.157706,   6,  38,1036,"Consult(X0,X2,T3)<-Make_statement(X0,X1,T0)&inv_Make_statement(X1,X0,T1)&inv_Discuss_by_telephone(X0,X2,T2)",Consult
0.149120, 102, 684,1036,"Consult(X0,X3,T3)<-Consult(X0,X1,T0)&Express_intent_to_meet_or_negotiate(X1,X2,T1)&inv_Express_intent_to_meet_or_negotiate(X2,X3,T2)",Consult
0.145290,   9,  62,1036,"Consult(X0,X3,T3)<-inv_Make_an_appeal_or_request(X0,X1,T0)&inv_Make_statement(X1,X2,T1)&inv_Express_intent_to_meet_or_negotiate(X2,X3,T2)",Consult
0.139650,  25, 179,1036,"Consult(X0,X1,T1)<-inv_Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)",Consult
0.134879,  41, 304,1036,"Consult(X0,X1,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&Make_a_visit(X1,X2,T1)&Host_a_visit(X2,X1,T2)",Consult
0.124911,   3,  24,1036,"Consult(X0,X2,T3)<-inv_Make_statement(X0,X1,T0)&inv_Make_statement(X1,X0,T1)&Consult(X0,X2,T2)",Consult
0.117677,   4,  34,1036,"Consult(X0,X2,T2)<-Make_a_visit(X0,X1,T0)&inv_Provide_military_aid(X1,X2,T1)",Consult
0.110627,  51, 461,1036,"Consult(X0,X2,T2)<-Consult(X0,X1,T0)&inv_Engage_in_negotiation(X1,X2,T1)",Consult
0.100511,   1,  10,1036,"Consult(X0,X2,T3)<-Make_pessimistic_comment(X0,X1,T0)&inv_Make_optimistic_comment(X1,X0,T1)&inv_Host_a_visit(X0,X2,T2)",Consult
0.538663,   7,  13, 527,"Make_an_appeal_or_request(X0,X1,T3)<-Threaten(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X2,T1)&Make_statement(X2,X1,T2)",Make_an_appeal_or_request
0.456801,  37,  81, 527,"Make_an_appeal_or_request(X0,X2,T3)<-Criticize_or_denounce(X0,X1,T0)&inv_Accuse(X1,X0,T1)&Make_an_appeal_or_request(X0,X2,T2)",Make_an_appeal_or_request
0.428518,  39,  91, 527,"Make_an_appeal_or_request(X0,X1,T3)<-Make_an_appeal_or_request(X0,X1,T0)&inv_Reject(X1,X2,T1)&Make_an_appeal_or_request(X2,X1,T2)",Make_an_appeal_or_request
0.423478,  36,  85, 527,"Make_an_appeal_or_request(X0,X1,T3)<-Arrest,_detain,_or_charge_with_legal_action(X0,X1,T0)&inv_Arrest,_detain,_or_charge_with_legal_action(X1,X0,T1)&Make_an_appeal_or_request(X0,X1,T2)",Make_an_appeal_or_request
0.397959,   2,   5, 527,"Make_an_appeal_or_request(X0,X1,T3)<-Accuse(X0,X1,T0)&inv_Criticize_or_denounce(X1,X2,T1)&Make_statement(X2,X1,T2)",Make_an_appeal_or_request
0.361769,  72, 199, 527,"Make_an_appeal_or_request(X0,X1,T3)<-Make_an_appeal_or_request(X0,X1,T0)&inv_Abduct,_hijack,_or_take_hostage(X1,X2,T1)&Abduct,_hijack,_or_take_hostage(X2,X1,T2)",Make_an_appeal_or_request
0.285696, 112, 392, 527,"Make_an_appeal_or_request(X0,X1,T3)<-Make_an_appeal_or_request(X0,X1,T0)&Make_an_appeal_or_request(X1,X2,T1)&inv_Make_an_appeal_or_request(X2,X1,T2)",Make_an_appeal_or_request
0.282361, 144, 510, 527,"Make_an_appeal_or_request(X0,X1,T1)<-Make_an_appeal_or_request(X0,X1,T0)",Make_an_appeal_or_request
0.281579, 136, 483, 527,"Make_an_appeal_or_request(X0,X1,T3)<-Make_an_appeal_or_request(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X2,T1)&Make_an_appeal_or_request(X2,X1,T2)",Make_an_appeal_or_request
0.272962,   9,  33, 527,"Make_an_appeal_or_request(X0,X1,T1)<-Appeal_for_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)",Make_an_appeal_or_request
0.251064,   1,   4, 527,"Make_an_appeal_or_request(X0,X1,T1)<-Appeal_to_engage_in_or_accept_mediation(X0,X1,T0)",Make_an_appeal_or_request
0.235471,   4,  17, 527,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Bring_lawsuit_against(X0,X1,T0)",Make_an_appeal_or_request
0.233258,   7,  30, 527,"Make_an_appeal_or_request(X0,X1,T3)<-Ease_administrative_sanctions(X0,X1,T0)&inv_Reject(X1,X0,T1)&Arrest,_detain,_or_charge_with_legal_action(X0,X1,T2)",Make_an_appeal_or_request
0.230668,   3,  13, 527,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Demand_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)",Make_an_appeal_or_request
0.230517,   6,  26, 527,"Make_an_appeal_or_request(X0,X2,T3)<-inv_Make_an_appeal_or_request(X0,X1,T0)&Threaten(X1,X0,T1)&Make_an_appeal_or_request(X0,X2,T2)",Make_an_appeal_or_request
0.187233,  41, 219, 527,"Make_an_appeal_or_request(X0,X1,T1)<-Accuse(X0,X1,T0)",Make_an_appeal_or_request
0.179926,  34, 189, 527,"Make_an_appeal_or_request(X0,X1,T3)<-inv_Make_an_appeal_or_request(X0,X1,T0)&inv_Arrest,_detain,_or_charge_with_legal_action(X1,X2,T1)&Arrest,_detain,_or_charge_with_legal_action(X2,X1,T2)",Make_an_appeal_or_request
0.172343,  10,  58, 527,"Make_an_appeal_or_request(X0,X1,T1)<-Investigate(X0,X1,T0)",Make_an_appeal_or_request
0.169243,  22, 130, 527,"Make_an_appeal_or_request(X0,X1,T1)<-Demand(X0,X1,T0)",Make_an_appeal_or_request
0.161219,  10,  62, 527,"Make_an_appeal_or_request(X0,X2,T3)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&Express_intent_to_meet_or_negotiate(X1,X0,T1)&Make_an_appeal_or_request(X0,X2,T2)",Make_an_appeal_or_request
0.158489,  16, 101, 527,"Make_an_appeal_or_request(X0,X1,T1)<-Reject(X0,X1,T0)",Make_an_appeal_or_request
0.151425,  38, 251, 527,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Criticize_or_denounce(X0,X1,T0)",Make_an_appeal_or_request
