kulczynski,IR_score,lift_score,conviction_score,confidence_score,rule_supp_count,body_supp_count,head_supp_count,rule,head_rel
0.073975,0.860584,1.278141,1.034542,0.137042,20,146,1825,"Make_statement(X0,X2,T2)<-Make_an_appeal_or_request(X0,X1,T0)&inv_Make_optimistic_comment(X1,X2,T1)",Make_statement
0.085659,0.556329,1.230387,1.028443,0.131857,72,546,1825,"Make_statement(X0,X1,T1)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)",Make_statement
0.080764,0.635867,1.220805,1.027227,0.130853,56,428,1825,"Make_statement(X0,X1,T1)<-Make_a_visit(X0,X1,T0)",Make_statement
0.080612,0.635123,1.217959,1.026867,0.130547,56,429,1825,"Make_statement(X0,X1,T1)<-inv_Host_a_visit(X0,X1,T0)",Make_statement
0.061803,0.873711,1.076594,1.00928,0.115405,15,130,1825,"Make_statement(X0,X1,T1)<-Demand(X0,X1,T0)",Make_statement
0.055831,0.990726,1.036715,1.004427,0.111531,1,9,1825,"Make_statement(X0,X1,T1)<-inv_Carry_out_suicide_bombing(X0,X1,T0)",Make_statement
0.066772,0.668054,1.031257,1.003766,0.110548,42,380,1825,"Make_statement(X0,X1,T3)<-Make_a_visit(X0,X1,T0)&inv_Consult(X1,X2,T1)&inv_Consult(X2,X1,T2)",Make_statement
0.067273,0.614074,1.004815,1.000578,0.107706,49,455,1825,"Make_statement(X0,X1,T3)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Make_a_visit(X1,X2,T1)&inv_Host_a_visit(X2,X1,T2)",Make_statement
0.054194,0.864615,0.939753,0.99282,0.100698,14,139,1825,"Make_statement(X0,X3,T3)<-Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)&inv_Engage_in_negotiation(X1,X2,T1)&Make_optimistic_comment(X2,X3,T2)",Make_statement
0.061978,0.418448,0.813988,0.978159,0.087247,67,768,1825,"Make_statement(X0,X3,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Make_statement(X1,X2,T1)&Make_statement(X2,X3,T2)",Make_statement
0.044524,0.893396,0.784803,0.974818,0.084182,9,107,1825,"Make_statement(X0,X2,T2)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Demand(X1,X2,T1)",Make_statement
0.041942,0.987473,0.777534,0.973989,0.083688,1,12,1825,"Make_statement(X0,X3,T3)<-inv_Express_intent_to_cooperate(X0,X1,T0)&inv_Abduct,_hijack,_or_take_hostage(X1,X2,T1)&inv_Make_statement(X2,X3,T2)",Make_statement
0.041797,0.898853,0.739046,0.969626,0.079245,8,101,1825,"Make_statement(X0,X1,T1)<-inv_Reject(X0,X1,T0)",Make_statement
0.039929,0.893916,0.704188,0.965708,0.075502,8,106,1825,"Make_statement(X0,X2,T2)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Accuse(X1,X2,T1)",Make_statement
0.040915,0.791913,0.681673,0.963194,0.073089,16,219,1825,"Make_statement(X0,X1,T1)<-Accuse(X0,X1,T0)",Make_statement
0.03599,0.98531,0.666465,0.961503,0.071776,1,14,1825,"Make_statement(X0,X1,T3)<-inv_Consult(X0,X1,T0)&inv_Consult(X1,X0,T1)&Make_statement(X0,X1,T2)",Make_statement
0.035579,0.940394,0.643484,0.95896,0.068996,4,58,1825,"Make_statement(X0,X1,T1)<-Investigate(X0,X1,T0)",Make_statement
0.032736,0.951311,0.595562,0.953699,0.063768,3,47,1825,"Make_statement(X0,X1,T3)<-Make_statement(X0,X1,T0)&inv_Express_intent_to_meet_or_negotiate(X1,X2,T1)&inv_Express_intent_to_meet_or_negotiate(X2,X1,T2)",Make_statement
0.040115,0.557038,0.579859,0.951987,0.062147,33,531,1825,"Make_statement(X0,X2,T2)<-Consult(X0,X1,T0)&Make_a_visit(X1,X2,T1)",Make_statement
0.037637,0.643246,0.574532,0.951408,0.061569,25,406,1825,"Make_statement(X0,X2,T2)<-Make_an_appeal_or_request(X0,X1,T0)&Criticize_or_denounce(X1,X2,T1)",Make_statement
0.032043,0.866735,0.557037,0.949511,0.059728,8,134,1825,"Make_statement(X0,X1,T3)<-Make_a_visit(X0,X1,T0)&inv_Demand_diplomatic_cooperation_(such_as_policy_support)(X1,X2,T1)&Make_statement(X2,X1,T2)",Make_statement
0.030784,0.913386,0.548854,0.948626,0.058894,5,85,1825,"Make_statement(X0,X2,T2)<-Engage_in_negotiation(X0,X1,T0)&Criticize_or_denounce(X1,X2,T1)",Make_statement
0.036836,0.59069,0.544273,0.948131,0.058321,28,480,1825,"Make_statement(X0,X1,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&Consult(X1,X2,T1)&Consult(X2,X1,T2)",Make_statement
0.029668,0.92808,0.53317,0.946935,0.057164,4,70,1825,"Make_statement(X0,X2,T2)<-Make_statement(X0,X1,T0)&Demand(X1,X2,T1)",Make_statement
0.030444,0.717391,0.486275,0.941914,0.052138,16,307,1825,"Make_statement(X0,X1,T1)<-Praise_or_endorse(X0,X1,T0)",Make_statement
0.029456,0.762967,0.483252,0.941592,0.051764,13,251,1825,"Make_statement(X0,X1,T1)<-inv_Criticize_or_denounce(X0,X1,T0)",Make_statement
0.034407,0.496897,0.478484,0.941085,0.051274,32,624,1825,"Make_statement(X0,X3,T3)<-Engage_in_negotiation(X0,X1,T0)&inv_Engage_in_negotiation(X1,X2,T1)&Consult(X2,X3,T2)",Make_statement
0.031121,0.565875,0.452937,0.938377,0.048539,25,515,1825,"Make_statement(X0,X1,T1)<-Make_an_appeal_or_request(X0,X1,T0)",Make_statement
0.023273,0.953937,0.424115,0.93534,0.045279,2,44,1825,"Make_statement(X0,X1,T3)<-Make_statement(X0,X1,T0)&inv_Discuss_by_telephone(X1,X2,T1)&inv_Discuss_by_telephone(X2,X1,T2)",Make_statement
0.035451,0.278113,0.42126,0.93504,0.045146,47,1041,1825,"Make_statement(X0,X1,T1)<-inv_Make_statement(X0,X1,T0)",Make_statement
0.024926,0.762228,0.408907,0.933745,0.043826,11,251,1825,"Make_statement(X0,X1,T1)<-Criticize_or_denounce(X0,X1,T0)",Make_statement
0.022014,0.975636,0.405669,0.933407,0.043671,1,23,1825,"Make_statement(X0,X1,T1)<-Occupy_territory(X0,X1,T0)",Make_statement
0.022149,0.902923,0.392858,0.932069,0.042122,4,95,1825,"Make_statement(X0,X2,T3)<-Make_statement(X0,X1,T0)&inv_Make_statement(X1,X0,T1)&inv_Host_a_visit(X0,X2,T2)",Make_statement
0.023628,0.725806,0.379544,0.930682,0.040695,12,295,1825,"Make_statement(X0,X2,T2)<-Consult(X0,X1,T0)&Meet_at_a_'third'_location(X1,X2,T1)",Make_statement
0.021776,0.851626,0.375718,0.930285,0.040229,6,149,1825,"Make_statement(X0,X2,T2)<-Make_statement(X0,X1,T0)&inv_Use_unconventional_violence(X1,X2,T1)",Make_statement
0.020275,0.973499,0.373218,0.930025,0.040191,1,25,1825,"Make_statement(X0,X2,T3)<-Consult(X0,X1,T0)&Discuss_by_telephone(X1,X0,T1)&Consult(X0,X2,T2)",Make_statement
0.02669,0.49177,0.37026,0.929718,0.039678,25,630,1825,"Make_statement(X0,X3,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&Make_statement(X1,X2,T1)&Make_statement(X2,X3,T2)",Make_statement
0.025039,0.589059,0.370102,0.929702,0.039673,19,479,1825,"Make_statement(X0,X3,T3)<-Discuss_by_telephone(X0,X1,T0)&Discuss_by_telephone(X1,X2,T1)&Express_intent_to_meet_or_negotiate(X2,X3,T2)",Make_statement
0.023795,0.65906,0.36734,0.929415,0.039374,15,381,1825,"Make_statement(X0,X2,T2)<-inv_Consult(X0,X1,T0)&Praise_or_endorse(X1,X2,T1)",Make_statement
0.022833,0.716038,0.364709,0.929142,0.039104,12,307,1825,"Make_statement(X0,X1,T1)<-inv_Praise_or_endorse(X0,X1,T0)",Make_statement
0.020456,0.868273,0.356125,0.928254,0.038217,5,131,1825,"Make_statement(X0,X1,T3)<-inv_Make_statement(X0,X1,T0)&inv_Host_a_visit(X1,X2,T1)&inv_Make_a_visit(X2,X1,T2)",Make_statement
0.022602,0.664835,0.350209,0.927642,0.037526,14,373,1825,"Make_statement(X0,X1,T1)<-Arrest,_detain,_or_charge_with_legal_action(X0,X1,T0)",Make_statement
0.018794,0.971367,0.345572,0.927163,0.037201,1,27,1825,"Make_statement(X0,X3,T3)<-Abduct,_hijack,_or_take_hostage(X0,X1,T0)&inv_Abduct,_hijack,_or_take_hostage(X1,X2,T1)&Arrest,_detain,_or_charge_with_legal_action(X2,X3,T2)",Make_statement
0.022947,0.622321,0.346374,0.927246,0.037138,16,431,1825,"Make_statement(X0,X1,T1)<-Host_a_visit(X0,X1,T0)",Make_statement
0.029391,0.238929,0.338835,0.926469,0.036318,41,1129,1825,"Make_statement(X0,X2,T2)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Express_intent_to_meet_or_negotiate(X1,X2,T1)",Make_statement
0.019937,0.701262,0.315798,0.924101,0.033847,11,325,1825,"Make_statement(X0,X2,T2)<-Make_statement(X0,X1,T0)&inv_Accuse(X1,X2,T1)",Make_statement
0.022922,0.430375,0.305087,0.923004,0.032688,24,734,1825,"Make_statement(X0,X2,T2)<-Make_statement(X0,X1,T0)&Make_statement(X1,X2,T1)",Make_statement
0.019927,0.618878,0.300291,0.922514,0.032177,14,435,1825,"Make_statement(X0,X3,T3)<-Make_statement(X0,X1,T0)&inv_Make_statement(X1,X2,T1)&inv_Consult(X2,X3,T2)",Make_statement
0.019834,0.589418,0.293415,0.921812,0.031450,15,477,1825,"Make_statement(X0,X2,T2)<-Consult(X0,X1,T0)&Engage_in_negotiation(X1,X2,T1)",Make_statement
0.017985,0.72887,0.289561,0.921419,0.031061,9,290,1825,"Make_statement(X0,X3,T3)<-inv_Make_statement(X0,X1,T0)&Make_statement(X1,X2,T1)&Criticize_or_denounce(X2,X3,T2)",Make_statement
0.015697,0.931181,0.282741,0.920725,0.030186,2,66,1825,"Make_statement(X0,X3,T3)<-Criticize_or_denounce(X0,X1,T0)&Make_a_visit(X1,X2,T1)&Make_statement(X2,X3,T2)",Make_statement
0.014341,0.848884,0.247164,0.917118,0.026500,4,151,1825,"Make_statement(X0,X2,T2)<-Accuse(X0,X1,T0)&inv_Use_conventional_military_force(X1,X2,T1)",Make_statement
0.013704,0.921011,0.24554,0.916955,0.026216,2,76,1825,"Make_statement(X0,X3,T3)<-Provide_humanitarian_aid(X0,X1,T0)&inv_Make_statement(X1,X2,T1)&Make_statement(X2,X3,T2)",Make_statement
0.014743,0.779297,0.244467,0.916846,0.026175,6,229,1825,"Make_statement(X0,X3,T3)<-Make_an_appeal_or_request(X0,X1,T0)&Make_an_appeal_or_request(X1,X2,T1)&Make_statement(X2,X3,T2)",Make_statement
0.012821,0.873138,0.223931,0.914779,0.023975,3,125,1825,"Make_statement(X0,X2,T2)<-inv_Make_statement(X0,X1,T0)&Accuse(X1,X2,T1)",Make_statement
0.012855,0.703929,0.204104,0.912791,0.021870,7,320,1825,"Make_statement(X0,X2,T2)<-inv_Make_statement(X0,X1,T0)&Express_intent_to_meet_or_negotiate(X1,X2,T1)",Make_statement
0.012512,0.608216,0.187439,0.911128,0.020106,9,448,1825,"Make_statement(X0,X2,T2)<-inv_Make_optimistic_comment(X0,X1,T0)&inv_Make_statement(X1,X2,T1)",Make_statement
0.011372,0.76087,0.186609,0.911045,0.020025,5,250,1825,"Make_statement(X0,X2,T2)<-Make_statement(X0,X1,T0)&Make_optimistic_comment(X1,X2,T1)",Make_statement
0.011831,0.63172,0.179863,0.910373,0.019284,8,415,1825,"Make_statement(X0,X2,T2)<-Make_statement(X0,X1,T0)&Praise_or_endorse(X1,X2,T1)",Make_statement
0.011981,0.590651,0.17753,0.910141,0.019044,9,473,1825,"Make_statement(X0,X2,T2)<-Engage_in_negotiation(X0,X1,T0)&inv_Express_intent_to_meet_or_negotiate(X1,X2,T1)",Make_statement
0.00875,0.937865,0.158142,0.908217,0.017027,1,59,1825,"Make_statement(X0,X1,T1)<-inv_Engage_in_symbolic_act(X0,X1,T0)",Make_statement
0.013306,0.136193,0.140964,0.90652,0.015105,21,1390,1825,"Make_statement(X0,X2,T2)<-inv_Consult(X0,X1,T0)&inv_Consult(X1,X2,T1)",Make_statement
0.012972,0.156051,0.139779,0.906403,0.014987,20,1335,1825,"Make_statement(X0,X2,T2)<-inv_Make_statement(X0,X1,T0)&Make_statement(X1,X2,T1)",Make_statement
0.007845,0.861224,0.136215,0.906051,0.014541,2,137,1825,"Make_statement(X0,X2,T2)<-Make_statement(X0,X1,T0)&Use_conventional_military_force(X1,X2,T1)",Make_statement
0.007798,0.650068,0.119924,0.904449,0.012869,5,389,1825,"Make_statement(X0,X2,T2)<-Accuse(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X2,T1)",Make_statement
0.006894,0.762687,0.113328,0.903802,0.012133,3,247,1825,"Make_statement(X0,X2,T2)<-Criticize_or_denounce(X0,X1,T0)&Make_statement(X1,X2,T1)",Make_statement
0.010087,0.131382,0.106404,0.903123,0.011409,16,1403,1825,"Make_statement(X0,X2,T2)<-Consult(X0,X1,T0)&inv_Consult(X1,X2,T1)",Make_statement
0.010357,0.101243,0.106386,0.903121,0.011398,17,1491,1825,"Make_statement(X0,X2,T2)<-Make_statement(X0,X1,T0)&inv_Make_statement(X1,X2,T1)",Make_statement
0.006771,0.596583,0.100759,0.902571,0.010812,5,463,1825,"Make_statement(X0,X2,T2)<-inv_Make_statement(X0,X1,T0)&inv_Make_statement(X1,X2,T1)",Make_statement
0.007296,0.324964,0.090104,0.90153,0.009665,9,932,1825,"Make_statement(X0,X2,T2)<-inv_Make_an_appeal_or_request(X0,X1,T0)&Make_an_appeal_or_request(X1,X2,T1)",Make_statement
0.005568,0.7058,0.088583,0.901382,0.009484,3,316,1825,"Make_statement(X0,X2,T2)<-inv_Make_an_appeal_or_request(X0,X1,T0)&inv_Make_statement(X1,X2,T1)",Make_statement
0.00342,0.840141,0.058679,0.898475,0.006318,1,159,1825,"Make_statement(X0,X3,T3)<-inv_Make_statement(X0,X1,T0)&inv_Consult(X1,X2,T1)&Engage_in_negotiation(X2,X3,T2)",Make_statement
0.460046,0.995954,4.859603,9.736479,0.916312,11,12,3212,"Consult(X0,X1,T3)<-inv_Discuss_by_telephone(X0,X1,T0)&Express_intent_to_meet_or_negotiate(X1,X0,T1)&inv_Express_intent_to_meet_or_negotiate(X0,X1,T2)",Consult
0.334267,0.996267,3.534258,2.434112,0.665406,6,9,3212,"Consult(X0,X1,T3)<-inv_Consult(X0,X1,T0)&Make_optimistic_comment(X1,X0,T1)&inv_Consult(X0,X1,T2)",Consult
0.263076,0.923544,2.650692,1.62274,0.500000,84,168,3212,"Consult(X0,X1,T3)<-inv_Discuss_by_telephone(X0,X1,T0)&inv_Discuss_by_telephone(X1,X0,T1)&inv_Discuss_by_telephone(X0,X1,T2)",Consult
0.21802,0.972873,2.272019,1.419896,0.428398,24,56,3212,"Consult(X0,X1,T1)<-Discuss_by_telephone(X0,X1,T0)",Consult
0.214752,0.99658,2.272019,1.419896,0.428224,3,7,3212,"Consult(X0,X1,T3)<-inv_Consult(X0,X1,T0)&inv_Sign_formal_agreement(X1,X0,T1)&inv_Consult(X0,X1,T2)",Consult
0.209113,0.994098,2.208912,1.390921,0.417021,5,12,3212,"Consult(X0,X2,T3)<-Make_statement(X0,X1,T0)&inv_Praise_or_endorse(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
0.204048,0.96801,2.120553,1.352283,0.400052,26,65,3212,"Consult(X0,X1,T3)<-Consult(X0,X1,T0)&inv_Express_intent_to_cooperate(X1,X0,T1)&inv_Express_intent_to_cooperate(X0,X1,T2)",Consult
0.186799,0.955936,1.927774,1.275009,0.363584,32,88,3212,"Consult(X0,X1,T3)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&Engage_in_negotiation(X1,X2,T1)&inv_Consult(X2,X1,T2)",Consult
0.165757,0.97473,1.731066,1.204762,0.326616,16,49,3212,"Consult(X0,X1,T3)<-inv_Express_intent_to_cooperate(X0,X1,T0)&Engage_in_negotiation(X1,X0,T1)&Engage_in_negotiation(X0,X1,T2)",Consult
0.179365,0.834932,1.720214,1.201111,0.324493,110,339,3212,"Consult(X0,X2,T3)<-Sign_formal_agreement(X0,X1,T0)&Sign_formal_agreement(X1,X0,T1)&Consult(X0,X2,T2)",Consult
0.168039,0.921037,1.699162,1.194092,0.320489,50,156,3212,"Consult(X0,X1,T1)<-inv_Sign_formal_agreement(X0,X1,T0)",Consult
0.168363,0.828654,1.610163,1.165301,0.303718,106,349,3212,"Consult(X0,X2,T3)<-inv_Engage_in_negotiation(X0,X1,T0)&inv_Engage_in_negotiation(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
0.147963,0.967445,1.539114,1.143295,0.290305,18,62,3212,"Consult(X0,X1,T3)<-Consult(X0,X1,T0)&Consult(X1,X2,T1)&inv_Express_intent_to_meet_or_negotiate(X2,X1,T2)",Consult
0.153048,0.900896,1.530297,1.140622,0.288686,56,194,3212,"Consult(X0,X1,T1)<-inv_Engage_in_negotiation(X0,X1,T0)",Consult
0.153048,0.900896,1.530297,1.140622,0.288686,56,194,3212,"Consult(X0,X1,T1)<-Engage_in_negotiation(X0,X1,T0)",Consult
0.155518,0.841279,1.500392,1.131648,0.282999,90,318,3212,"Consult(X0,X2,T3)<-inv_Engage_in_negotiation(X0,X1,T0)&inv_Engage_in_negotiation(X1,X0,T1)&Consult(X0,X2,T2)",Consult
0.14239,0.935191,1.453608,1.117888,0.274238,34,124,3212,"Consult(X0,X2,T3)<-Engage_in_negotiation(X0,X1,T0)&Consult(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
0.157414,0.740022,1.42805,1.110512,0.269369,146,542,3212,"Consult(X0,X1,T1)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)",Consult
0.156582,0.740299,1.420887,1.108462,0.268012,145,541,3212,"Consult(X0,X1,T1)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)",Consult
0.141472,0.903255,1.417484,1.107491,0.267347,50,187,3212,"Consult(X0,X1,T1)<-Express_intent_to_cooperate(X0,X1,T0)",Consult
0.141472,0.903255,1.417484,1.107491,0.267347,50,187,3212,"Consult(X0,X1,T1)<-inv_Express_intent_to_cooperate(X0,X1,T0)",Consult
0.170038,0.600776,1.411716,1.105849,0.266287,237,890,3212,"Consult(X0,X1,T1)<-inv_Consult(X0,X1,T0)",Consult
0.168413,0.607319,1.404379,1.103767,0.264909,231,872,3212,"Consult(X0,X1,T1)<-Consult(X0,X1,T0)",Consult
0.125156,0.997823,1.325346,1.081827,0.251064,1,4,3212,"Consult(X0,X2,T3)<-inv_Make_statement(X0,X1,T0)&inv_Criticize_or_denounce(X1,X0,T1)&Make_an_appeal_or_request(X0,X2,T2)",Consult
0.121816,0.943213,1.250326,1.061793,0.235823,25,106,3212,"Consult(X0,X2,T3)<-inv_Discuss_by_telephone(X0,X1,T0)&inv_Consult(X1,X0,T1)&Express_intent_to_meet_or_negotiate(X0,X2,T2)",Consult
0.115851,0.992862,1.223395,1.054781,0.230668,3,13,3212,"Consult(X0,X2,T3)<-inv_Praise_or_endorse(X0,X1,T0)&Make_statement(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
0.12197,0.856976,1.190892,1.04644,0.224628,62,276,3212,"Consult(X0,X1,T3)<-Consult(X0,X1,T0)&inv_Engage_in_negotiation(X1,X2,T1)&inv_Engage_in_negotiation(X2,X1,T2)",Consult
0.10715,0.981779,1.124535,1.029815,0.212074,7,33,3212,"Consult(X0,X2,T3)<-Make_a_visit(X0,X1,T0)&inv_Make_statement(X1,X0,T1)&Express_intent_to_meet_or_negotiate(X0,X2,T2)",Consult
0.093195,0.978723,0.976573,0.994583,0.184140,7,38,3212,"Consult(X0,X1,T3)<-inv_Consult(X0,X1,T0)&inv_Sign_formal_agreement(X1,X2,T1)&inv_Express_intent_to_cooperate(X2,X1,T2)",Consult
0.086326,0.913278,0.87238,0.971185,0.164565,26,158,3212,"Consult(X0,X1,T1)<-Engage_in_diplomatic_cooperation(X0,X1,T0)",Consult
0.095121,0.693894,0.845147,0.96525,0.159423,99,621,3212,"Consult(X0,X3,T3)<-Consult(X0,X1,T0)&inv_Express_intent_to_meet_or_negotiate(X1,X2,T1)&Express_intent_to_meet_or_negotiate(X2,X3,T2)",Consult
0.062656,0.99534,0.662673,0.92728,0.125532,1,8,3212,"Consult(X0,X1,T1)<-Reject_proposal_to_meet,_discuss,_or_negotiate(X0,X1,T0)",Consult
0.063123,0.981481,0.662673,0.92728,0.125067,4,32,3212,"Consult(X0,X1,T3)<-inv_Consult(X0,X1,T0)&inv_Discuss_by_telephone(X1,X2,T1)&inv_Consult(X2,X1,T2)",Consult
0.065223,0.900831,0.65523,0.925794,0.123601,22,178,3212,"Consult(X0,X1,T3)<-inv_Make_statement(X0,X1,T0)&inv_Engage_in_negotiation(X1,X2,T1)&inv_Engage_in_negotiation(X2,X1,T2)",Consult
0.087047,0.351896,0.617606,0.918358,0.116494,185,1588,3212,"Consult(X0,X3,T3)<-inv_Consult(X0,X1,T0)&Consult(X1,X2,T1)&inv_Consult(X2,X3,T2)",Consult
0.064197,0.815183,0.614653,0.917779,0.115937,40,345,3212,"Consult(X0,X1,T3)<-inv_Consult(X0,X1,T0)&Make_statement(X1,X2,T1)&inv_Make_statement(X2,X1,T2)",Consult
0.059913,0.861467,0.589042,0.912791,0.111089,28,252,3212,"Consult(X0,X1,T3)<-Consult(X0,X1,T0)&Make_a_visit(X1,X2,T1)&Host_a_visit(X2,X1,T2)",Consult
0.059546,0.598639,0.50097,0.896044,0.094488,79,836,3212,"Consult(X0,X2,T2)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Consult(X1,X2,T1)",Consult
0.049295,0.767996,0.459937,0.88845,0.086774,38,438,3212,"Consult(X0,X2,T2)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Praise_or_endorse(X1,X2,T1)",Consult
0.051473,0.66501,0.451688,0.886939,0.085191,57,669,3212,"Consult(X0,X3,T3)<-inv_Make_a_visit(X0,X1,T0)&Make_a_visit(X1,X2,T1)&Make_statement(X2,X3,T2)",Consult
0.048327,0.763114,0.449669,0.88657,0.084835,38,448,3212,"Consult(X0,X1,T3)<-Consult(X0,X1,T0)&Consult(X1,X0,T1)&Consult(X0,X1,T2)",Consult
0.045557,0.694024,0.40712,0.878862,0.076783,46,599,3212,"Consult(X0,X2,T2)<-inv_Consult(X0,X1,T0)&Express_intent_to_meet_or_negotiate(X1,X2,T1)",Consult
0.040762,0.874488,0.40414,0.878328,0.076206,17,223,3212,"Consult(X0,X1,T3)<-inv_Criticize_or_denounce(X0,X1,T0)&inv_Make_statement(X1,X2,T1)&Make_statement(X2,X1,T2)",Consult
