confidence_score,rule_supp_count,body_supp_count,head_supp_count,rule,head_rel
0.543066,  19,  35,1036,"Consult(X0,X1,T3)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Engage_in_negotiation(X1,X0,T1)&inv_Consult(X0,X1,T2)",Consult
0.444515,  12,  27,1036,"Consult(X0,X1,T3)<-inv_Consult(X0,X1,T0)&inv_Engage_in_negotiation(X1,X0,T1)&Consult(X0,X1,T2)",Consult
0.422490,  49, 116,1036,"Consult(X0,X2,T3)<-Make_pessimistic_comment(X0,X1,T0)&inv_Make_pessimistic_comment(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
0.400341,   4,  10,1036,"Consult(X0,X2,T3)<-Make_statement(X0,X1,T0)&inv_Appeal_for_diplomatic_cooperation_(such_as_policy_support)(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
1.000000,   3,   3,1036,"Consult(X0,X2,T3)<-Make_statement(X0,X1,T0)&inv_Make_pessimistic_comment(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
0.727554,  16,  22,1036,"Consult(X0,X2,T3)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Make_pessimistic_comment(X1,X0,T1)&inv_Express_intent_to_cooperate(X0,X2,T2)",Consult
0.441036,  71, 161,1036,"Consult(X0,X2,T3)<-inv_Meet_at_a_'third'_location(X0,X1,T0)&Consult(X1,X0,T1)&Consult(X0,X2,T2)",Consult
0.437350,  28,  64,1036,"Consult(X0,X1,T3)<-inv_Consult(X0,X1,T0)&Express_intent_to_cooperate(X1,X0,T1)&inv_Express_intent_to_cooperate(X0,X1,T2)",Consult
0.428398,  24,  56,1036,"Consult(X0,X1,T3)<-inv_Consult(X0,X1,T0)&Express_intent_to_cooperate(X1,X0,T1)&Express_intent_to_cooperate(X0,X1,T2)",Consult
0.748936,   3,   4,1036,"Consult(X0,X2,T3)<-Make_optimistic_comment(X0,X1,T0)&Praise_or_endorse(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
0.490150,  25,  51,1036,"Consult(X0,X1,T3)<-Express_intent_to_cooperate(X0,X1,T0)&Express_intent_to_cooperate(X1,X0,T1)&Consult(X0,X1,T2)",Consult
0.419001,  13,  31,1036,"Consult(X0,X1,T3)<-Consult(X0,X1,T0)&Consult(X1,X0,T1)&inv_Express_intent_to_cooperate(X0,X1,T2)",Consult
0.402409,  33,  82,1036,"Consult(X0,X2,T3)<-Provide_economic_aid(X0,X1,T0)&inv_Provide_economic_aid(X1,X0,T1)&Express_intent_to_cooperate(X0,X2,T2)",Consult
1.000000,  10,  10,1036,"Consult(X0,X2,T3)<-inv_Discuss_by_telephone(X0,X1,T0)&Make_an_appeal_or_request(X1,X0,T1)&Discuss_by_telephone(X0,X2,T2)",Consult
0.849362,  17,  20,1036,"Consult(X0,X1,T3)<-inv_Express_intent_to_cooperate(X0,X1,T0)&inv_Express_intent_to_cooperate(X1,X0,T1)&inv_Make_statement(X0,X1,T2)",Consult
0.517787,  29,  56,1036,"Consult(X0,X1,T3)<-inv_Discuss_by_telephone(X0,X1,T0)&inv_Consult(X1,X0,T1)&inv_Discuss_by_telephone(X0,X1,T2)",Consult
1.000000,  12,  12, 527,"Make_an_appeal_or_request(X0,X1,T3)<-fight_with_small_arms_and_light_weapons(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X0,T1)&Return,_release_person(s)(X0,X1,T2)",Make_an_appeal_or_request
0.947133,  36,  38, 527,"Make_an_appeal_or_request(X0,X2,T3)<-inv_Abduct,_hijack,_or_take_hostage(X0,X1,T0)&fight_with_small_arms_and_light_weapons(X1,X0,T1)&Demand(X0,X2,T2)",Make_an_appeal_or_request
0.748936,   3,   4, 527,"Make_an_appeal_or_request(X0,X1,T3)<-Investigate(X0,X1,T0)&Sexually_assault(X1,X2,T1)&inv_Sexually_assault(X2,X1,T2)",Make_an_appeal_or_request
0.700170,   7,  10, 527,"Make_an_appeal_or_request(X0,X1,T3)<-Threaten(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X0,T1)&Demand(X0,X1,T2)",Make_an_appeal_or_request
0.577458,  41,  71, 527,"Make_an_appeal_or_request(X0,X2,T3)<-Investigate(X0,X1,T0)&inv_fight_with_small_arms_and_light_weapons(X1,X0,T1)&Arrest,_detain,_or_charge_with_legal_action(X0,X2,T2)",Make_an_appeal_or_request
0.526921,  39,  74, 527,"Make_an_appeal_or_request(X0,X2,T3)<-inv_Return,_release_person(s)(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X0,T1)&Make_an_appeal_or_request(X0,X2,T2)",Make_an_appeal_or_request
0.497872,   2,   4, 527,"Make_an_appeal_or_request(X0,X1,T1)<-inv_Express_intent_to_provide_humanitarian_aid(X0,X1,T0)",Make_an_appeal_or_request
0.456498,  21,  46, 527,"Make_an_appeal_or_request(X0,X3,T3)<-Engage_in_symbolic_act(X0,X1,T0)&inv_Criticize_or_denounce(X1,X2,T1)&Criticize_or_denounce(X2,X3,T2)",Make_an_appeal_or_request
0.415524,  32,  77, 527,"Make_an_appeal_or_request(X0,X2,T3)<-Make_an_appeal_or_request(X0,X1,T0)&inv_Accuse(X1,X0,T1)&Make_an_appeal_or_request(X0,X2,T2)",Make_an_appeal_or_request
1.000000,   3,   3, 527,"Make_an_appeal_or_request(X0,X3,T3)<-inv_Torture(X0,X1,T0)&inv_Use_conventional_military_force(X1,X2,T1)&inv_Make_statement(X2,X3,T2)",Make_an_appeal_or_request
1.000000,   8,   8, 527,"Make_an_appeal_or_request(X0,X2,T3)<-Use_conventional_military_force(X0,X1,T0)&inv_Investigate(X1,X0,T1)&fight_with_small_arms_and_light_weapons(X0,X2,T2)",Make_an_appeal_or_request
0.800000,  16,  20, 527,"Make_an_appeal_or_request(X0,X2,T3)<-inv_Use_unconventional_violence(X0,X1,T0)&inv_Arrest,_detain,_or_charge_with_legal_action(X1,X0,T1)&Use_conventional_military_force(X0,X2,T2)",Make_an_appeal_or_request
0.664773,   2,   3, 527,"Make_an_appeal_or_request(X0,X3,T3)<-inv_Physically_assault(X0,X1,T0)&inv_Appeal_to_others_to_meet_or_negotiate(X1,X2,T1)&Make_statement(X2,X3,T2)",Make_an_appeal_or_request
0.664773,   2,   3, 527,"Make_an_appeal_or_request(X0,X3,T3)<-Make_statement(X0,X1,T0)&inv_Criticize_or_denounce(X1,X2,T1)&Investigate(X2,X3,T2)",Make_an_appeal_or_request
0.600136,  15,  25, 527,"Make_an_appeal_or_request(X0,X3,T3)<-inv_Express_intent_to_release_persons_or_property(X0,X1,T0)&inv_Praise_or_endorse(X1,X2,T1)&Make_statement(X2,X3,T2)",Make_an_appeal_or_request
0.592017,  74, 125, 527,"Make_an_appeal_or_request(X0,X2,T3)<-inv_Abduct,_hijack,_or_take_hostage(X0,X1,T0)&Use_conventional_military_force(X1,X0,T1)&Make_an_appeal_or_request(X0,X2,T2)",Make_an_appeal_or_request
0.571776,  12,  21, 527,"Make_an_appeal_or_request(X0,X1,T3)<-Make_an_appeal_or_request(X0,X1,T0)&inv_Arrest,_detain,_or_charge_with_legal_action(X1,X0,T1)&Make_an_appeal_or_request(X0,X1,T2)",Make_an_appeal_or_request
0.544892,   6,  11, 527,"Make_an_appeal_or_request(X0,X1,T3)<-Make_an_appeal_or_request(X0,X1,T0)&Threaten(X1,X2,T1)&inv_Express_intent_to_meet_or_negotiate(X2,X1,T2)",Make_an_appeal_or_request
0.540727,  20,  37, 527,"Make_an_appeal_or_request(X0,X2,T3)<-Criticize_or_denounce(X0,X1,T0)&Arrest,_detain,_or_charge_with_legal_action(X1,X0,T1)&inv_Demand(X0,X2,T2)",Make_an_appeal_or_request
