kulczynski,IR_score,lift_score,conviction_score,confidence_score,rule_supp_count,body_supp_count,head_supp_count,rule,head_rel
0.052814,0.945797,1.313839,1.027316,0.102620,   4,  39,1330,"Make_statement(X0,X1,T1)<-Make_pessimistic_comment(X0,X1,T0)",Make_statement
0.501446,0.997107,16.436285,100.000000,1.000000,   3,   3,1036,"Consult(X0,X2,T3)<-Make_pessimistic_comment(X0,X1,T0)&inv_Criticize_or_denounce(X1,X0,T1)&inv_Meet_at_a_'third'_location(X0,X2,T2)",Consult
0.428638,0.985564,13.915912,6.124604,0.846658,  11,  13,1036,"Consult(X0,X1,T3)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&Express_intent_to_meet_or_negotiate(X1,X0,T1)&inv_Meet_at_a_'third'_location(X0,X1,T2)",Consult
0.335532,0.850288,9.919199,2.368587,0.603494,  70, 116,1036,"Consult(X0,X2,T3)<-inv_Discuss_by_telephone(X0,X1,T0)&inv_Discuss_by_telephone(X1,X0,T1)&inv_Discuss_by_telephone(X0,X2,T2)",Consult
0.252575,0.897593,7.763301,1.779812,0.472327,  34,  72,1036,"Consult(X0,X1,T1)<-Meet_at_a_'third'_location(X0,X1,T0)",Consult
0.225778,0.917587,7.041272,1.643030,0.428398,  24,  56,1036,"Consult(X0,X1,T1)<-Discuss_by_telephone(X0,X1,T0)",Consult
0.225778,0.917587,7.041272,1.643030,0.428398,  24,  56,1036,"Consult(X0,X1,T1)<-inv_Discuss_by_telephone(X0,X1,T0)",Consult
0.197796,0.972303,6.391019,1.536673,0.388836,   7,  18,1036,"Consult(X0,X1,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Occupy_territory(X1,X2,T1)&Occupy_territory(X2,X1,T2)",Consult
0.184373,0.770584,5.267648,1.382110,0.320489,  50, 156,1036,"Consult(X0,X1,T1)<-inv_Sign_formal_agreement(X0,X1,T0)",Consult
0.184373,0.770584,5.267648,1.382110,0.320489,  50, 156,1036,"Consult(X0,X1,T1)<-Sign_formal_agreement(X0,X1,T0)",Consult
0.159661,0.953608,5.105570,1.362340,0.310628,   9,  29,1036,"Consult(X0,X2,T3)<-inv_Engage_in_diplomatic_cooperation(X0,X1,T0)&Make_statement(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
0.171372,0.717209,4.744925,1.320316,0.288686,  56, 194,1036,"Consult(X0,X1,T1)<-inv_Engage_in_negotiation(X0,X1,T0)",Consult
0.171372,0.717209,4.744925,1.320316,0.288686,  56, 194,1036,"Consult(X0,X1,T1)<-Engage_in_negotiation(X0,X1,T0)",Consult
0.174984,0.605487,4.514604,1.294808,0.274673,  78, 284,1036,"Consult(X0,X2,T3)<-inv_Consult(X0,X1,T0)&inv_Consult(X1,X0,T1)&Express_intent_to_meet_or_negotiate(X0,X2,T2)",Consult
0.165054,0.687344,4.489686,1.292107,0.273157,  59, 216,1036,"Consult(X0,X2,T3)<-inv_Consult(X0,X1,T0)&inv_Consult(X1,X0,T1)&Engage_in_negotiation(X0,X2,T2)",Consult
0.207219,0.342642,4.463668,1.289299,0.271574, 148, 545,1036,"Consult(X0,X1,T1)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)",Consult
0.157802,0.723780,4.394191,1.281861,0.267347,  50, 187,1036,"Consult(X0,X1,T1)<-Express_intent_to_cooperate(X0,X1,T0)",Consult
0.157802,0.723780,4.394191,1.281861,0.267347,  50, 187,1036,"Consult(X0,X1,T1)<-inv_Express_intent_to_cooperate(X0,X1,T0)",Consult
0.202841,0.346378,4.383245,1.280696,0.266681, 144, 540,1036,"Consult(X0,X1,T1)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)",Consult
0.244122,0.080593,4.296560,1.271551,0.261407, 235, 899,1036,"Consult(X0,X1,T1)<-Consult(X0,X1,T0)",Consult
0.236464,0.087799,4.187719,1.260252,0.254785, 226, 887,1036,"Consult(X0,X1,T1)<-inv_Consult(X0,X1,T0)",Consult
0.156152,0.530372,3.847997,1.226242,0.234116,  81, 346,1036,"Consult(X0,X2,T3)<-Consult(X0,X1,T0)&Consult(X1,X0,T1)&Consult(X0,X2,T2)",Consult
0.116193,0.962968,3.740142,1.215825,0.227554,   5,  22,1036,"Consult(X0,X2,T3)<-inv_Make_statement(X0,X1,T0)&inv_Consult(X1,X0,T1)&Consult(X0,X2,T2)",Consult
0.148768,0.536573,3.684703,1.210539,0.224181,  76, 339,1036,"Consult(X0,X2,T3)<-Make_a_visit(X0,X1,T0)&Host_a_visit(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
0.133442,0.650339,3.561546,1.198959,0.216688,  52, 240,1036,"Consult(X0,X2,T3)<-Praise_or_endorse(X0,X1,T0)&inv_Praise_or_endorse(X1,X0,T1)&Express_intent_to_meet_or_negotiate(X0,X2,T2)",Consult
0.135710,0.521683,3.334593,1.178190,0.202880,  71, 350,1036,"Consult(X0,X2,T3)<-Consult(X0,X1,T0)&Consult(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
0.100621,0.982760,3.276064,1.172950,0.199319,   2,  10,1036,"Consult(X0,X2,T3)<-inv_Make_an_appeal_or_request(X0,X1,T0)&inv_Consult(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
0.099543,0.947199,3.177134,1.164199,0.193300,   6,  31,1036,"Consult(X0,X2,T3)<-inv_Host_a_visit(X0,X1,T0)&Consult(X1,X0,T1)&inv_Consult(X0,X2,T2)",Consult
0.088538,0.939914,2.815371,1.133278,0.171290,   6,  35,1036,"Consult(X0,X1,T3)<-inv_Consult(X0,X1,T0)&inv_Discuss_by_telephone(X1,X2,T1)&inv_Consult(X2,X1,T2)",Consult
0.094832,0.751709,2.704837,1.124156,0.164565,  26, 158,1036,"Consult(X0,X1,T1)<-Engage_in_diplomatic_cooperation(X0,X1,T0)",Consult
0.094832,0.751709,2.704837,1.124156,0.164565,  26, 158,1036,"Consult(X0,X1,T1)<-inv_Engage_in_diplomatic_cooperation(X0,X1,T0)",Consult
0.059758,0.494511,1.456781,1.030494,0.088632,  32, 361,1036,"Consult(X0,X1,T3)<-inv_Engage_in_diplomatic_cooperation(X0,X1,T0)&inv_Express_intent_to_meet_or_negotiate(X1,X2,T1)&Express_intent_to_meet_or_negotiate(X2,X1,T2)",Consult
